node_id,node_type,country,sector,commodity,total_import_usd,import_share_pct,vulnerability_score,hhi,top_source_country,top_source_share_pct,country_risk_fsi,country_risk_source,commodity_importance,commodity_imp_source,chokepoint_weight,chokepoint_source,lat,lon,global_trade_share_pct,representative_companies,n_companies,static_risk_score,score_methodology,risk_tier
TN_MET_CHI,trade,China,Metals & Mining,Metals & Mining,51320.63,18.28,0.1645,0.0752,China,18.28,0.5425,Fund for Peace FSI 2024 (normalized /120),0.6525,Derived from ISB import value + HHI (2024),0.0,,,,,Magicgold Diamonds Private Limited | Aditya Forge Ltd. | Amar Bullion House Private Limited | Arihant Enterprise Ltd. | Aryadeep Suppliers Private Limited | Asian Bearings Ltd. | Asr Iron India Private Limited | Baffin Engineering Projects Ltd. | Balaji Industrial Corporation Ltd. | Benaka Sponge Iron Private Limited,10,0.359,40% ISB trade vulnerability + 30% FSI 2024 country risk + 20% ISB-derived commodity importance + 10% UNCTAD chokepoint weight,Medium
TN_MET_IND,trade,Indonesia,Metals & Mining,Metals & Mining,17772.06,6.33,0.0222,0.0752,China,18.28,0.5467,Fund for Peace FSI 2024 (normalized /120),0.6525,Derived from ISB import value + HHI (2024),0.0,,,,,Magicgold Diamonds Private Limited | Aditya Forge Ltd. | Amar Bullion House Private Limited | Arihant Enterprise Ltd. | Aryadeep Suppliers Private Limited | Asian Bearings Ltd. | Asr Iron India Private Limited | Baffin Engineering Projects Ltd. | Balaji Industrial Corporation Ltd. | Benaka Sponge Iron Private Limited,10,0.3034,40% ISB trade vulnerability + 30% FSI 2024 country risk + 20% ISB-derived commodity importance + 10% UNCTAD chokepoint weight,Medium
TN_MET_REP,trade,Republic of Korea,Metals & Mining,Metals & Mining,30735.76,10.95,0.0164,0.0752,China,18.28,0.6175,Fund for Peace FSI 2024 (normalized /120),0.6525,Derived from ISB import value + HHI (2024),0.0,,,,,Magicgold Diamonds Private Limited | Aditya Forge Ltd. | Amar Bullion House Private Limited | Arihant Enterprise Ltd. | Aryadeep Suppliers Private Limited | Asian Bearings Ltd. | Asr Iron India Private Limited | Baffin Engineering Projects Ltd. | Balaji Industrial Corporation Ltd. | Benaka Sponge Iron Private Limited,10,0.3223,40% ISB trade vulnerability + 30% FSI 2024 country risk + 20% ISB-derived commodity importance + 10% UNCTAD chokepoint weight,Medium
TN_MET_MAL,trade,Malaysia,Metals & Mining,Metals & Mining,12804.65,4.56,0.016,0.0752,China,18.28,0.4583,Fund for Peace FSI 2024 (normalized /120),0.6525,Derived from ISB import value + HHI (2024),0.0,,,,,Magicgold Diamonds Private Limited | Aditya Forge Ltd. | Amar Bullion House Private Limited | Arihant Enterprise Ltd. | Aryadeep Suppliers Private Limited | Asian Bearings Ltd. | Asr Iron India Private Limited | Baffin Engineering Projects Ltd. | Balaji Industrial Corporation Ltd. | Benaka Sponge Iron Private Limited,10,0.2744,40% ISB trade vulnerability + 30% FSI 2024 country risk + 20% ISB-derived commodity importance + 10% UNCTAD chokepoint weight,Low
TN_MET_JAP,trade,Japan,Metals & Mining,Metals & Mining,27609.71,9.83,0.0147,0.0752,China,18.28,0.2542,Fund for Peace FSI 2024 (normalized /120),0.6525,Derived from ISB import value + HHI (2024),0.0,,,,,Magicgold Diamonds Private Limited | Aditya Forge Ltd. | Amar Bullion House Private Limited | Arihant Enterprise Ltd. | Aryadeep Suppliers Private Limited | Asian Bearings Ltd. | Asr Iron India Private Limited | Baffin Engineering Projects Ltd. | Balaji Industrial Corporation Ltd. | Benaka Sponge Iron Private Limited,10,0.2126,40% ISB trade vulnerability + 30% FSI 2024 country risk + 20% ISB-derived commodity importance + 10% UNCTAD chokepoint weight,Low
TN_MET_SAU,trade,Saudi Arabia,Metals & Mining,Metals & Mining,6394.79,2.28,0.0125,0.0752,China,18.28,0.5442,Fund for Peace FSI 2024 (normalized /120),0.6525,Derived from ISB import value + HHI (2024),0.0,,,,,Magicgold Diamonds Private Limited | Aditya Forge Ltd. | Amar Bullion House Private Limited | Arihant Enterprise Ltd. | Aryadeep Suppliers Private Limited | Asian Bearings Ltd. | Asr Iron India Private Limited | Baffin Engineering Projects Ltd. | Balaji Industrial Corporation Ltd. | Benaka Sponge Iron Private Limited,10,0.2988,40% ISB trade vulnerability + 30% FSI 2024 country risk + 20% ISB-derived commodity importance + 10% UNCTAD chokepoint weight,Low
TN_MET_UNI,trade,United Arab Emirates,Metals & Mining,Metals & Mining,19558.03,6.96,0.0104,0.0752,China,18.28,0.3083,Fund for Peace FSI 2024 (normalized /120),0.6525,Derived from ISB import value + HHI (2024),0.0,,,,,Magicgold Diamonds Private Limited | Aditya Forge Ltd. | Amar Bullion House Private Limited | Arihant Enterprise Ltd. | Aryadeep Suppliers Private Limited | Asian Bearings Ltd. | Asr Iron India Private Limited | Baffin Engineering Projects Ltd. | Balaji Industrial Corporation Ltd. | Benaka Sponge Iron Private Limited,10,0.2272,40% ISB trade vulnerability + 30% FSI 2024 country risk + 20% ISB-derived commodity importance + 10% UNCTAD chokepoint weight,Low
TN_MET_AUS,trade,Australia,Metals & Mining,Metals & Mining,10346.5,3.68,0.0055,0.0752,China,18.28,0.1833,Fund for Peace FSI 2024 (normalized /120),0.6525,Derived from ISB import value + HHI (2024),0.0,,,,,Magicgold Diamonds Private Limited | Aditya Forge Ltd. | Amar Bullion House Private Limited | Arihant Enterprise Ltd. | Aryadeep Suppliers Private Limited | Asian Bearings Ltd. | Asr Iron India Private Limited | Baffin Engineering Projects Ltd. | Balaji Industrial Corporation Ltd. | Benaka Sponge Iron Private Limited,10,0.1877,40% ISB trade vulnerability + 30% FSI 2024 country risk + 20% ISB-derived commodity importance + 10% UNCTAD chokepoint weight,Low
TN_MET_GER,trade,Germany,Metals & Mining,Metals & Mining,9954.49,3.54,0.0053,0.0752,China,18.28,0.205,Fund for Peace FSI 2024 (normalized /120),0.6525,Derived from ISB import value + HHI (2024),0.0,,,,,Magicgold Diamonds Private Limited | Aditya Forge Ltd. | Amar Bullion House Private Limited | Arihant Enterprise Ltd. | Aryadeep Suppliers Private Limited | Asian Bearings Ltd. | Asr Iron India Private Limited | Baffin Engineering Projects Ltd. | Balaji Industrial Corporation Ltd. | Benaka Sponge Iron Private Limited,10,0.1941,40% ISB trade vulnerability + 30% FSI 2024 country risk + 20% ISB-derived commodity importance + 10% UNCTAD chokepoint weight,Low
TN_MET_UNI,trade,United Kingdom of Great Britain and Northern Ireland,Metals & Mining,Metals & Mining,9841.78,3.5,0.0052,0.0752,China,18.28,0.6175,Fund for Peace FSI 2024 (normalized /120),0.6525,Derived from ISB import value + HHI (2024),0.0,,,,,Magicgold Diamonds Private Limited | Aditya Forge Ltd. | Amar Bullion House Private Limited | Arihant Enterprise Ltd. | Aryadeep Suppliers Private Limited | Asian Bearings Ltd. | Asr Iron India Private Limited | Baffin Engineering Projects Ltd. | Balaji Industrial Corporation Ltd. | Benaka Sponge Iron Private Limited,10,0.3178,40% ISB trade vulnerability + 30% FSI 2024 country risk + 20% ISB-derived commodity importance + 10% UNCTAD chokepoint weight,Medium
TN_MET_VIE,trade,Viet Nam,Metals & Mining,Metals & Mining,9788.58,3.49,0.0052,0.0752,China,18.28,0.6175,Fund for Peace FSI 2024 (normalized /120),0.6525,Derived from ISB import value + HHI (2024),0.0,,,,,Magicgold Diamonds Private Limited | Aditya Forge Ltd. | Amar Bullion House Private Limited | Arihant Enterprise Ltd. | Aryadeep Suppliers Private Limited | Asian Bearings Ltd. | Asr Iron India Private Limited | Baffin Engineering Projects Ltd. | Balaji Industrial Corporation Ltd. | Benaka Sponge Iron Private Limited,10,0.3178,40% ISB trade vulnerability + 30% FSI 2024 country risk + 20% ISB-derived commodity importance + 10% UNCTAD chokepoint weight,Medium
TN_MET_THA,trade,Thailand,Metals & Mining,Metals & Mining,9199.29,3.28,0.0049,0.0752,China,18.28,0.5667,Fund for Peace FSI 2024 (normalized /120),0.6525,Derived from ISB import value + HHI (2024),0.0,,,,,Magicgold Diamonds Private Limited | Aditya Forge Ltd. | Amar Bullion House Private Limited | Arihant Enterprise Ltd. | Aryadeep Suppliers Private Limited | Asian Bearings Ltd. | Asr Iron India Private Limited | Baffin Engineering Projects Ltd. | Balaji Industrial Corporation Ltd. | Benaka Sponge Iron Private Limited,10,0.3025,40% ISB trade vulnerability + 30% FSI 2024 country risk + 20% ISB-derived commodity importance + 10% UNCTAD chokepoint weight,Medium
TN_MET_SIN,trade,Singapore,Metals & Mining,Metals & Mining,7600.13,2.71,0.0041,0.0752,China,18.28,0.2125,Fund for Peace FSI 2024 (normalized /120),0.6525,Derived from ISB import value + HHI (2024),0.0,,,,,Magicgold Diamonds Private Limited | Aditya Forge Ltd. | Amar Bullion House Private Limited | Arihant Enterprise Ltd. | Aryadeep Suppliers Private Limited | Asian Bearings Ltd. | Asr Iron India Private Limited | Baffin Engineering Projects Ltd. | Balaji Industrial Corporation Ltd. | Benaka Sponge Iron Private Limited,10,0.1959,40% ISB trade vulnerability + 30% FSI 2024 country risk + 20% ISB-derived commodity importance + 10% UNCTAD chokepoint weight,Low
TN_MET_KIN,trade,Kingdom of the Netherlands,Metals & Mining,Metals & Mining,4454.83,1.59,0.0024,0.0752,China,18.28,0.6175,Fund for Peace FSI 2024 (normalized /120),0.6525,Derived from ISB import value + HHI (2024),0.0,,,,,Magicgold Diamonds Private Limited | Aditya Forge Ltd. | Amar Bullion House Private Limited | Arihant Enterprise Ltd. | Aryadeep Suppliers Private Limited | Asian Bearings Ltd. | Asr Iron India Private Limited | Baffin Engineering Projects Ltd. | Balaji Industrial Corporation Ltd. | Benaka Sponge Iron Private Limited,10,0.3167,40% ISB trade vulnerability + 30% FSI 2024 country risk + 20% ISB-derived commodity importance + 10% UNCTAD chokepoint weight,Medium
TN_MET_BEL,trade,Belgium,Metals & Mining,Metals & Mining,4030.47,1.44,0.0022,0.0752,China,18.28,0.2617,Fund for Peace FSI 2024 (normalized /120),0.6525,Derived from ISB import value + HHI (2024),0.0,,,,,Magicgold Diamonds Private Limited | Aditya Forge Ltd. | Amar Bullion House Private Limited | Arihant Enterprise Ltd. | Aryadeep Suppliers Private Limited | Asian Bearings Ltd. | Asr Iron India Private Limited | Baffin Engineering Projects Ltd. | Balaji Industrial Corporation Ltd. | Benaka Sponge Iron Private Limited,10,0.2099,40% ISB trade vulnerability + 30% FSI 2024 country risk + 20% ISB-derived commodity importance + 10% UNCTAD chokepoint weight,Low
TN_MET_ITA,trade,Italy,Metals & Mining,Metals & Mining,4102.47,1.46,0.0022,0.0752,China,18.28,0.355,Fund for Peace FSI 2024 (normalized /120),0.6525,Derived from ISB import value + HHI (2024),0.0,,,,,Magicgold Diamonds Private Limited | Aditya Forge Ltd. | Amar Bullion House Private Limited | Arihant Enterprise Ltd. | Aryadeep Suppliers Private Limited | Asian Bearings Ltd. | Asr Iron India Private Limited | Baffin Engineering Projects Ltd. | Balaji Industrial Corporation Ltd. | Benaka Sponge Iron Private Limited,10,0.2379,40% ISB trade vulnerability + 30% FSI 2024 country risk + 20% ISB-derived commodity importance + 10% UNCTAD chokepoint weight,Low
TN_MET_RUS,trade,Russian Federation,Metals & Mining,Metals & Mining,3993.3,1.42,0.0021,0.0752,China,18.28,0.6175,Fund for Peace FSI 2024 (normalized /120),0.6525,Derived from ISB import value + HHI (2024),0.0,,,,,Magicgold Diamonds Private Limited | Aditya Forge Ltd. | Amar Bullion House Private Limited | Arihant Enterprise Ltd. | Aryadeep Suppliers Private Limited | Asian Bearings Ltd. | Asr Iron India Private Limited | Baffin Engineering Projects Ltd. | Balaji Industrial Corporation Ltd. | Benaka Sponge Iron Private Limited,10,0.3166,40% ISB trade vulnerability + 30% FSI 2024 country risk + 20% ISB-derived commodity importance + 10% UNCTAD chokepoint weight,Medium
TN_MET_TAI,trade,"Taiwan, Province of China",Metals & Mining,Metals & Mining,3280.65,1.17,0.0018,0.0752,China,18.28,0.6175,Fund for Peace FSI 2024 (normalized /120),0.6525,Derived from ISB import value + HHI (2024),0.0,,,,,Magicgold Diamonds Private Limited | Aditya Forge Ltd. | Amar Bullion House Private Limited | Arihant Enterprise Ltd. | Aryadeep Suppliers Private Limited | Asian Bearings Ltd. | Asr Iron India Private Limited | Baffin Engineering Projects Ltd. | Balaji Industrial Corporation Ltd. | Benaka Sponge Iron Private Limited,10,0.3165,40% ISB trade vulnerability + 30% FSI 2024 country risk + 20% ISB-derived commodity importance + 10% UNCTAD chokepoint weight,Medium
TN_MET_FRA,trade,France,Metals & Mining,Metals & Mining,3234.5,1.15,0.0017,0.0752,China,18.28,0.24,Fund for Peace FSI 2024 (normalized /120),0.6525,Derived from ISB import value + HHI (2024),0.0,,,,,Magicgold Diamonds Private Limited | Aditya Forge Ltd. | Amar Bullion House Private Limited | Arihant Enterprise Ltd. | Aryadeep Suppliers Private Limited | Asian Bearings Ltd. | Asr Iron India Private Limited | Baffin Engineering Projects Ltd. | Balaji Industrial Corporation Ltd. | Benaka Sponge Iron Private Limited,10,0.2032,40% ISB trade vulnerability + 30% FSI 2024 country risk + 20% ISB-derived commodity importance + 10% UNCTAD chokepoint weight,Low
TN_MET_HON,trade,Hong Kong,Metals & Mining,Metals & Mining,2957.21,1.05,0.0016,0.0752,China,18.28,0.5,Fund for Peace FSI 2024 (normalized /120),0.6525,Derived from ISB import value + HHI (2024),0.0,,,,,Magicgold Diamonds Private Limited | Aditya Forge Ltd. | Amar Bullion House Private Limited | Arihant Enterprise Ltd. | Aryadeep Suppliers Private Limited | Asian Bearings Ltd. | Asr Iron India Private Limited | Baffin Engineering Projects Ltd. | Balaji Industrial Corporation Ltd. | Benaka Sponge Iron Private Limited,10,0.2811,40% ISB trade vulnerability + 30% FSI 2024 country risk + 20% ISB-derived commodity importance + 10% UNCTAD chokepoint weight,Low
TN_MET_UKR,trade,Ukraine,Metals & Mining,Metals & Mining,528.21,0.19,0.0015,0.0752,China,18.28,0.7992,Fund for Peace FSI 2024 (normalized /120),0.6525,Derived from ISB import value + HHI (2024),0.0,,,,,Magicgold Diamonds Private Limited | Aditya Forge Ltd. | Amar Bullion House Private Limited | Arihant Enterprise Ltd. | Aryadeep Suppliers Private Limited | Asian Bearings Ltd. | Asr Iron India Private Limited | Baffin Engineering Projects Ltd. | Balaji Industrial Corporation Ltd. | Benaka Sponge Iron Private Limited,10,0.3709,40% ISB trade vulnerability + 30% FSI 2024 country risk + 20% ISB-derived commodity importance + 10% UNCTAD chokepoint weight,Medium
TN_MET_BAH,trade,Bahrain,Metals & Mining,Metals & Mining,2596.06,0.92,0.0014,0.0752,China,18.28,0.5425,Fund for Peace FSI 2024 (normalized /120),0.6525,Derived from ISB import value + HHI (2024),0.0,,,,,Magicgold Diamonds Private Limited | Aditya Forge Ltd. | Amar Bullion House Private Limited | Arihant Enterprise Ltd. | Aryadeep Suppliers Private Limited | Asian Bearings Ltd. | Asr Iron India Private Limited | Baffin Engineering Projects Ltd. | Balaji Industrial Corporation Ltd. | Benaka Sponge Iron Private Limited,10,0.2938,40% ISB trade vulnerability + 30% FSI 2024 country risk + 20% ISB-derived commodity importance + 10% UNCTAD chokepoint weight,Low
TN_MET_SWE,trade,Sweden,Metals & Mining,Metals & Mining,2693.16,0.96,0.0014,0.0752,China,18.28,0.1717,Fund for Peace FSI 2024 (normalized /120),0.6525,Derived from ISB import value + HHI (2024),0.0,,,,,Magicgold Diamonds Private Limited | Aditya Forge Ltd. | Amar Bullion House Private Limited | Arihant Enterprise Ltd. | Aryadeep Suppliers Private Limited | Asian Bearings Ltd. | Asr Iron India Private Limited | Baffin Engineering Projects Ltd. | Balaji Industrial Corporation Ltd. | Benaka Sponge Iron Private Limited,10,0.1826,40% ISB trade vulnerability + 30% FSI 2024 country risk + 20% ISB-derived commodity importance + 10% UNCTAD chokepoint weight,Low
TN_MET_OMA,trade,Oman,Metals & Mining,Metals & Mining,2145.45,0.76,0.0011,0.0752,China,18.28,0.4058,Fund for Peace FSI 2024 (normalized /120),0.6525,Derived from ISB import value + HHI (2024),0.0,,,,,Magicgold Diamonds Private Limited | Aditya Forge Ltd. | Amar Bullion House Private Limited | Arihant Enterprise Ltd. | Aryadeep Suppliers Private Limited | Asian Bearings Ltd. | Asr Iron India Private Limited | Baffin Engineering Projects Ltd. | Balaji Industrial Corporation Ltd. | Benaka Sponge Iron Private Limited,10,0.2527,40% ISB trade vulnerability + 30% FSI 2024 country risk + 20% ISB-derived commodity importance + 10% UNCTAD chokepoint weight,Low
TN_MET_BAN,trade,Bangladesh,Metals & Mining,Metals & Mining,579.98,0.21,0.001,0.0752,China,18.28,0.71,Fund for Peace FSI 2024 (normalized /120),0.6525,Derived from ISB import value + HHI (2024),0.0,,,,,Magicgold Diamonds Private Limited | Aditya Forge Ltd. | Amar Bullion House Private Limited | Arihant Enterprise Ltd. | Aryadeep Suppliers Private Limited | Asian Bearings Ltd. | Asr Iron India Private Limited | Baffin Engineering Projects Ltd. | Balaji Industrial Corporation Ltd. | Benaka Sponge Iron Private Limited,10,0.3439,40% ISB trade vulnerability + 30% FSI 2024 country risk + 20% ISB-derived commodity importance + 10% UNCTAD chokepoint weight,Medium
TN_MET_BHU,trade,Bhutan,Metals & Mining,Metals & Mining,1688.58,0.6,0.0009,0.0752,China,18.28,0.5533,Fund for Peace FSI 2024 (normalized /120),0.6525,Derived from ISB import value + HHI (2024),0.0,,,,,Magicgold Diamonds Private Limited | Aditya Forge Ltd. | Amar Bullion House Private Limited | Arihant Enterprise Ltd. | Aryadeep Suppliers Private Limited | Asian Bearings Ltd. | Asr Iron India Private Limited | Baffin Engineering Projects Ltd. | Balaji Industrial Corporation Ltd. | Benaka Sponge Iron Private Limited,10,0.2968,40% ISB trade vulnerability + 30% FSI 2024 country risk + 20% ISB-derived commodity importance + 10% UNCTAD chokepoint weight,Low
TN_MET_KUW,trade,Kuwait,Metals & Mining,Metals & Mining,1763.55,0.63,0.0009,0.0752,China,18.28,0.4267,Fund for Peace FSI 2024 (normalized /120),0.6525,Derived from ISB import value + HHI (2024),0.0,,,,,Magicgold Diamonds Private Limited | Aditya Forge Ltd. | Amar Bullion House Private Limited | Arihant Enterprise Ltd. | Aryadeep Suppliers Private Limited | Asian Bearings Ltd. | Asr Iron India Private Limited | Baffin Engineering Projects Ltd. | Balaji Industrial Corporation Ltd. | Benaka Sponge Iron Private Limited,10,0.2589,40% ISB trade vulnerability + 30% FSI 2024 country risk + 20% ISB-derived commodity importance + 10% UNCTAD chokepoint weight,Low
TN_MET_QAT,trade,Qatar,Metals & Mining,Metals & Mining,1654.6,0.59,0.0009,0.0752,China,18.28,0.3375,Fund for Peace FSI 2024 (normalized /120),0.6525,Derived from ISB import value + HHI (2024),0.0,,,,,Magicgold Diamonds Private Limited | Aditya Forge Ltd. | Amar Bullion House Private Limited | Arihant Enterprise Ltd. | Aryadeep Suppliers Private Limited | Asian Bearings Ltd. | Asr Iron India Private Limited | Baffin Engineering Projects Ltd. | Balaji Industrial Corporation Ltd. | Benaka Sponge Iron Private Limited,10,0.2321,40% ISB trade vulnerability + 30% FSI 2024 country risk + 20% ISB-derived commodity importance + 10% UNCTAD chokepoint weight,Low
TN_MET_SPA,trade,Spain,Metals & Mining,Metals & Mining,1677.51,0.6,0.0009,0.0752,China,18.28,0.3625,Fund for Peace FSI 2024 (normalized /120),0.6525,Derived from ISB import value + HHI (2024),0.0,,,,,Magicgold Diamonds Private Limited | Aditya Forge Ltd. | Amar Bullion House Private Limited | Arihant Enterprise Ltd. | Aryadeep Suppliers Private Limited | Asian Bearings Ltd. | Asr Iron India Private Limited | Baffin Engineering Projects Ltd. | Balaji Industrial Corporation Ltd. | Benaka Sponge Iron Private Limited,10,0.2396,40% ISB trade vulnerability + 30% FSI 2024 country risk + 20% ISB-derived commodity importance + 10% UNCTAD chokepoint weight,Low
TN_MET_POL,trade,Poland,Metals & Mining,Metals & Mining,1547.81,0.55,0.0008,0.0752,China,18.28,0.3767,Fund for Peace FSI 2024 (normalized /120),0.6525,Derived from ISB import value + HHI (2024),0.0,,,,,Magicgold Diamonds Private Limited | Aditya Forge Ltd. | Amar Bullion House Private Limited | Arihant Enterprise Ltd. | Aryadeep Suppliers Private Limited | Asian Bearings Ltd. | Asr Iron India Private Limited | Baffin Engineering Projects Ltd. | Balaji Industrial Corporation Ltd. | Benaka Sponge Iron Private Limited,10,0.2438,40% ISB trade vulnerability + 30% FSI 2024 country risk + 20% ISB-derived commodity importance + 10% UNCTAD chokepoint weight,Low
TN_MET_TUR,trade,Turkey,Metals & Mining,Metals & Mining,1231.34,0.44,0.0007,0.0752,China,18.28,0.6767,Fund for Peace FSI 2024 (normalized /120),0.6525,Derived from ISB import value + HHI (2024),0.0,,,,,Magicgold Diamonds Private Limited | Aditya Forge Ltd. | Amar Bullion House Private Limited | Arihant Enterprise Ltd. | Aryadeep Suppliers Private Limited | Asian Bearings Ltd. | Asr Iron India Private Limited | Baffin Engineering Projects Ltd. | Balaji Industrial Corporation Ltd. | Benaka Sponge Iron Private Limited,10,0.3338,40% ISB trade vulnerability + 30% FSI 2024 country risk + 20% ISB-derived commodity importance + 10% UNCTAD chokepoint weight,Medium
TN_MET_PHI,trade,Philippines,Metals & Mining,Metals & Mining,1141.46,0.41,0.0006,0.0752,China,18.28,0.6483,Fund for Peace FSI 2024 (normalized /120),0.6525,Derived from ISB import value + HHI (2024),0.0,,,,,Magicgold Diamonds Private Limited | Aditya Forge Ltd. | Amar Bullion House Private Limited | Arihant Enterprise Ltd. | Aryadeep Suppliers Private Limited | Asian Bearings Ltd. | Asr Iron India Private Limited | Baffin Engineering Projects Ltd. | Balaji Industrial Corporation Ltd. | Benaka Sponge Iron Private Limited,10,0.3252,40% ISB trade vulnerability + 30% FSI 2024 country risk + 20% ISB-derived commodity importance + 10% UNCTAD chokepoint weight,Medium
TN_MET_SWI,trade,Switzerland,Metals & Mining,Metals & Mining,1185.14,0.42,0.0006,0.0752,China,18.28,0.1483,Fund for Peace FSI 2024 (normalized /120),0.6525,Derived from ISB import value + HHI (2024),0.0,,,,,Magicgold Diamonds Private Limited | Aditya Forge Ltd. | Amar Bullion House Private Limited | Arihant Enterprise Ltd. | Aryadeep Suppliers Private Limited | Asian Bearings Ltd. | Asr Iron India Private Limited | Baffin Engineering Projects Ltd. | Balaji Industrial Corporation Ltd. | Benaka Sponge Iron Private Limited,10,0.1752,40% ISB trade vulnerability + 30% FSI 2024 country risk + 20% ISB-derived commodity importance + 10% UNCTAD chokepoint weight,Low
TN_MET_AUS,trade,Austria,Metals & Mining,Metals & Mining,750.21,0.27,0.0004,0.0752,China,18.28,0.2033,Fund for Peace FSI 2024 (normalized /120),0.6525,Derived from ISB import value + HHI (2024),0.0,,,,,Magicgold Diamonds Private Limited | Aditya Forge Ltd. | Amar Bullion House Private Limited | Arihant Enterprise Ltd. | Aryadeep Suppliers Private Limited | Asian Bearings Ltd. | Asr Iron India Private Limited | Baffin Engineering Projects Ltd. | Balaji Industrial Corporation Ltd. | Benaka Sponge Iron Private Limited,10,0.1917,40% ISB trade vulnerability + 30% FSI 2024 country risk + 20% ISB-derived commodity importance + 10% UNCTAD chokepoint weight,Low
TN_MET_DEN,trade,Denmark,Metals & Mining,Metals & Mining,663.46,0.24,0.0004,0.0752,China,18.28,0.1492,Fund for Peace FSI 2024 (normalized /120),0.6525,Derived from ISB import value + HHI (2024),0.0,,,,,Magicgold Diamonds Private Limited | Aditya Forge Ltd. | Amar Bullion House Private Limited | Arihant Enterprise Ltd. | Aryadeep Suppliers Private Limited | Asian Bearings Ltd. | Asr Iron India Private Limited | Baffin Engineering Projects Ltd. | Balaji Industrial Corporation Ltd. | Benaka Sponge Iron Private Limited,10,0.1754,40% ISB trade vulnerability + 30% FSI 2024 country risk + 20% ISB-derived commodity importance + 10% UNCTAD chokepoint weight,Low
TN_MET_FIN,trade,Finland,Metals & Mining,Metals & Mining,716.68,0.26,0.0004,0.0752,China,18.28,0.1333,Fund for Peace FSI 2024 (normalized /120),0.6525,Derived from ISB import value + HHI (2024),0.0,,,,,Magicgold Diamonds Private Limited | Aditya Forge Ltd. | Amar Bullion House Private Limited | Arihant Enterprise Ltd. | Aryadeep Suppliers Private Limited | Asian Bearings Ltd. | Asr Iron India Private Limited | Baffin Engineering Projects Ltd. | Balaji Industrial Corporation Ltd. | Benaka Sponge Iron Private Limited,10,0.1706,40% ISB trade vulnerability + 30% FSI 2024 country risk + 20% ISB-derived commodity importance + 10% UNCTAD chokepoint weight,Low
TN_MET_ISR,trade,Israel,Metals & Mining,Metals & Mining,741.48,0.26,0.0004,0.0752,China,18.28,0.3675,Fund for Peace FSI 2024 (normalized /120),0.6525,Derived from ISB import value + HHI (2024),0.0,,,,,Magicgold Diamonds Private Limited | Aditya Forge Ltd. | Amar Bullion House Private Limited | Arihant Enterprise Ltd. | Aryadeep Suppliers Private Limited | Asian Bearings Ltd. | Asr Iron India Private Limited | Baffin Engineering Projects Ltd. | Balaji Industrial Corporation Ltd. | Benaka Sponge Iron Private Limited,10,0.2409,40% ISB trade vulnerability + 30% FSI 2024 country risk + 20% ISB-derived commodity importance + 10% UNCTAD chokepoint weight,Low
TN_MET_NEP,trade,Nepal,Metals & Mining,Metals & Mining,737.15,0.26,0.0004,0.0752,China,18.28,0.6683,Fund for Peace FSI 2024 (normalized /120),0.6525,Derived from ISB import value + HHI (2024),0.0,,,,,Magicgold Diamonds Private Limited | Aditya Forge Ltd. | Amar Bullion House Private Limited | Arihant Enterprise Ltd. | Aryadeep Suppliers Private Limited | Asian Bearings Ltd. | Asr Iron India Private Limited | Baffin Engineering Projects Ltd. | Balaji Industrial Corporation Ltd. | Benaka Sponge Iron Private Limited,10,0.3312,40% ISB trade vulnerability + 30% FSI 2024 country risk + 20% ISB-derived commodity importance + 10% UNCTAD chokepoint weight,Medium
TN_MET_NEW,trade,New Zealand,Metals & Mining,Metals & Mining,747.51,0.27,0.0004,0.0752,China,18.28,0.1392,Fund for Peace FSI 2024 (normalized /120),0.6525,Derived from ISB import value + HHI (2024),0.0,,,,,Magicgold Diamonds Private Limited | Aditya Forge Ltd. | Amar Bullion House Private Limited | Arihant Enterprise Ltd. | Aryadeep Suppliers Private Limited | Asian Bearings Ltd. | Asr Iron India Private Limited | Baffin Engineering Projects Ltd. | Balaji Industrial Corporation Ltd. | Benaka Sponge Iron Private Limited,10,0.1724,40% ISB trade vulnerability + 30% FSI 2024 country risk + 20% ISB-derived commodity importance + 10% UNCTAD chokepoint weight,Low
TN_MET_NOR,trade,Norway,Metals & Mining,Metals & Mining,667.43,0.24,0.0004,0.0752,China,18.28,0.1208,Fund for Peace FSI 2024 (normalized /120),0.6525,Derived from ISB import value + HHI (2024),0.0,,,,,Magicgold Diamonds Private Limited | Aditya Forge Ltd. | Amar Bullion House Private Limited | Arihant Enterprise Ltd. | Aryadeep Suppliers Private Limited | Asian Bearings Ltd. | Asr Iron India Private Limited | Baffin Engineering Projects Ltd. | Balaji Industrial Corporation Ltd. | Benaka Sponge Iron Private Limited,10,0.1669,40% ISB trade vulnerability + 30% FSI 2024 country risk + 20% ISB-derived commodity importance + 10% UNCTAD chokepoint weight,Low
