node_id,node_type,country,sector,commodity,total_import_usd,import_share_pct,vulnerability_score,hhi,top_source_country,top_source_share_pct,country_risk_fsi,country_risk_source,commodity_importance,commodity_imp_source,chokepoint_weight,chokepoint_source,lat,lon,global_trade_share_pct,representative_companies,n_companies,static_risk_score,score_methodology,risk_tier
TN_AUT_ISL,trade,Islamic Republic of Iran,Automotive,Automotive,2.22,0.0,0.0,0.1429,China,27.24,0.6175,Fund for Peace FSI 2024 (normalized /120),0.6938,Derived from ISB import value + HHI (2024),0.0,,,,,Hl Mando Anand India Private Limited | IFB Industries Ltd. | Basf Catalysts India Private Limited | Rane Holdings Ltd. | Posco India Processing Center Private Limited | Minda Corporation Ltd. | JBM Auto Ltd. | Sundram Fasteners Ltd. | Astemo India Private Limited | Philips India Limited,10,0.324,40% ISB trade vulnerability + 30% FSI 2024 country risk + 20% ISB-derived commodity importance + 10% UNCTAD chokepoint weight,Medium
TN_AUT_ISR,trade,Israel,Automotive,Automotive,5.87,0.01,0.0,0.1429,China,27.24,0.3675,Fund for Peace FSI 2024 (normalized /120),0.6938,Derived from ISB import value + HHI (2024),0.0,,,,,Hl Mando Anand India Private Limited | IFB Industries Ltd. | Basf Catalysts India Private Limited | Rane Holdings Ltd. | Posco India Processing Center Private Limited | Minda Corporation Ltd. | JBM Auto Ltd. | Sundram Fasteners Ltd. | Astemo India Private Limited | Philips India Limited,10,0.249,40% ISB trade vulnerability + 30% FSI 2024 country risk + 20% ISB-derived commodity importance + 10% UNCTAD chokepoint weight,Low
TN_AUT_JOR,trade,Jordan,Automotive,Automotive,0.39,0.0,0.0,0.1429,China,27.24,0.6308,Fund for Peace FSI 2024 (normalized /120),0.6938,Derived from ISB import value + HHI (2024),0.0,,,,,Hl Mando Anand India Private Limited | IFB Industries Ltd. | Basf Catalysts India Private Limited | Rane Holdings Ltd. | Posco India Processing Center Private Limited | Minda Corporation Ltd. | JBM Auto Ltd. | Sundram Fasteners Ltd. | Astemo India Private Limited | Philips India Limited,10,0.328,40% ISB trade vulnerability + 30% FSI 2024 country risk + 20% ISB-derived commodity importance + 10% UNCTAD chokepoint weight,Medium
TN_AUT_KAZ,trade,Kazakhstan,Automotive,Automotive,0.0,0.0,0.0,0.1429,China,27.24,0.505,Fund for Peace FSI 2024 (normalized /120),0.6938,Derived from ISB import value + HHI (2024),0.0,,,,,Hl Mando Anand India Private Limited | IFB Industries Ltd. | Basf Catalysts India Private Limited | Rane Holdings Ltd. | Posco India Processing Center Private Limited | Minda Corporation Ltd. | JBM Auto Ltd. | Sundram Fasteners Ltd. | Astemo India Private Limited | Philips India Limited,10,0.2903,40% ISB trade vulnerability + 30% FSI 2024 country risk + 20% ISB-derived commodity importance + 10% UNCTAD chokepoint weight,Low
TN_AUT_KUW,trade,Kuwait,Automotive,Automotive,2.14,0.0,0.0,0.1429,China,27.24,0.4267,Fund for Peace FSI 2024 (normalized /120),0.6938,Derived from ISB import value + HHI (2024),0.0,,,,,Hl Mando Anand India Private Limited | IFB Industries Ltd. | Basf Catalysts India Private Limited | Rane Holdings Ltd. | Posco India Processing Center Private Limited | Minda Corporation Ltd. | JBM Auto Ltd. | Sundram Fasteners Ltd. | Astemo India Private Limited | Philips India Limited,10,0.2668,40% ISB trade vulnerability + 30% FSI 2024 country risk + 20% ISB-derived commodity importance + 10% UNCTAD chokepoint weight,Low
TN_AUT_LAT,trade,Latvia,Automotive,Automotive,2.89,0.0,0.0,0.1429,China,27.24,0.3608,Fund for Peace FSI 2024 (normalized /120),0.6938,Derived from ISB import value + HHI (2024),0.0,,,,,Hl Mando Anand India Private Limited | IFB Industries Ltd. | Basf Catalysts India Private Limited | Rane Holdings Ltd. | Posco India Processing Center Private Limited | Minda Corporation Ltd. | JBM Auto Ltd. | Sundram Fasteners Ltd. | Astemo India Private Limited | Philips India Limited,10,0.247,40% ISB trade vulnerability + 30% FSI 2024 country risk + 20% ISB-derived commodity importance + 10% UNCTAD chokepoint weight,Low
TN_AUT_LEB,trade,Lebanon,Automotive,Automotive,0.0,0.0,0.0,0.1429,China,27.24,0.765,Fund for Peace FSI 2024 (normalized /120),0.6938,Derived from ISB import value + HHI (2024),0.0,,,,,Hl Mando Anand India Private Limited | IFB Industries Ltd. | Basf Catalysts India Private Limited | Rane Holdings Ltd. | Posco India Processing Center Private Limited | Minda Corporation Ltd. | JBM Auto Ltd. | Sundram Fasteners Ltd. | Astemo India Private Limited | Philips India Limited,10,0.3683,40% ISB trade vulnerability + 30% FSI 2024 country risk + 20% ISB-derived commodity importance + 10% UNCTAD chokepoint weight,Medium
TN_AUT_LIE,trade,Liechtenstein,Automotive,Automotive,1.66,0.0,0.0,0.1429,China,27.24,0.6175,Fund for Peace FSI 2024 (normalized /120),0.6938,Derived from ISB import value + HHI (2024),0.0,,,,,Hl Mando Anand India Private Limited | IFB Industries Ltd. | Basf Catalysts India Private Limited | Rane Holdings Ltd. | Posco India Processing Center Private Limited | Minda Corporation Ltd. | JBM Auto Ltd. | Sundram Fasteners Ltd. | Astemo India Private Limited | Philips India Limited,10,0.324,40% ISB trade vulnerability + 30% FSI 2024 country risk + 20% ISB-derived commodity importance + 10% UNCTAD chokepoint weight,Medium
TN_AUT_LIT,trade,Lithuania,Automotive,Automotive,6.7,0.01,0.0,0.1429,China,27.24,0.3283,Fund for Peace FSI 2024 (normalized /120),0.6938,Derived from ISB import value + HHI (2024),0.0,,,,,Hl Mando Anand India Private Limited | IFB Industries Ltd. | Basf Catalysts India Private Limited | Rane Holdings Ltd. | Posco India Processing Center Private Limited | Minda Corporation Ltd. | JBM Auto Ltd. | Sundram Fasteners Ltd. | Astemo India Private Limited | Philips India Limited,10,0.2372,40% ISB trade vulnerability + 30% FSI 2024 country risk + 20% ISB-derived commodity importance + 10% UNCTAD chokepoint weight,Low
TN_AUT_LUX,trade,Luxembourg,Automotive,Automotive,5.8500000000000005,0.01,0.0,0.1429,China,27.24,0.1625,Fund for Peace FSI 2024 (normalized /120),0.6938,Derived from ISB import value + HHI (2024),0.0,,,,,Hl Mando Anand India Private Limited | IFB Industries Ltd. | Basf Catalysts India Private Limited | Rane Holdings Ltd. | Posco India Processing Center Private Limited | Minda Corporation Ltd. | JBM Auto Ltd. | Sundram Fasteners Ltd. | Astemo India Private Limited | Philips India Limited,10,0.1875,40% ISB trade vulnerability + 30% FSI 2024 country risk + 20% ISB-derived commodity importance + 10% UNCTAD chokepoint weight,Low
TN_AUT_MAL,trade,Maldives,Automotive,Automotive,1.34,0.0,0.0,0.1429,China,27.24,0.5242,Fund for Peace FSI 2024 (normalized /120),0.6938,Derived from ISB import value + HHI (2024),0.0,,,,,Hl Mando Anand India Private Limited | IFB Industries Ltd. | Basf Catalysts India Private Limited | Rane Holdings Ltd. | Posco India Processing Center Private Limited | Minda Corporation Ltd. | JBM Auto Ltd. | Sundram Fasteners Ltd. | Astemo India Private Limited | Philips India Limited,10,0.296,40% ISB trade vulnerability + 30% FSI 2024 country risk + 20% ISB-derived commodity importance + 10% UNCTAD chokepoint weight,Low
TN_AUT_MAL,trade,Malta,Automotive,Automotive,0.0,0.0,0.0,0.1429,China,27.24,0.275,Fund for Peace FSI 2024 (normalized /120),0.6938,Derived from ISB import value + HHI (2024),0.0,,,,,Hl Mando Anand India Private Limited | IFB Industries Ltd. | Basf Catalysts India Private Limited | Rane Holdings Ltd. | Posco India Processing Center Private Limited | Minda Corporation Ltd. | JBM Auto Ltd. | Sundram Fasteners Ltd. | Astemo India Private Limited | Philips India Limited,10,0.2213,40% ISB trade vulnerability + 30% FSI 2024 country risk + 20% ISB-derived commodity importance + 10% UNCTAD chokepoint weight,Low
TN_AUT_MAR,trade,Marshall Islands,Automotive,Automotive,1.77,0.0,0.0,0.1429,China,27.24,0.6175,Fund for Peace FSI 2024 (normalized /120),0.6938,Derived from ISB import value + HHI (2024),0.0,,,,,Hl Mando Anand India Private Limited | IFB Industries Ltd. | Basf Catalysts India Private Limited | Rane Holdings Ltd. | Posco India Processing Center Private Limited | Minda Corporation Ltd. | JBM Auto Ltd. | Sundram Fasteners Ltd. | Astemo India Private Limited | Philips India Limited,10,0.324,40% ISB trade vulnerability + 30% FSI 2024 country risk + 20% ISB-derived commodity importance + 10% UNCTAD chokepoint weight,Medium
TN_AUT_MON,trade,Monaco,Automotive,Automotive,0.02,0.0,0.0,0.1429,China,27.24,0.6175,Fund for Peace FSI 2024 (normalized /120),0.6938,Derived from ISB import value + HHI (2024),0.0,,,,,Hl Mando Anand India Private Limited | IFB Industries Ltd. | Basf Catalysts India Private Limited | Rane Holdings Ltd. | Posco India Processing Center Private Limited | Minda Corporation Ltd. | JBM Auto Ltd. | Sundram Fasteners Ltd. | Astemo India Private Limited | Philips India Limited,10,0.324,40% ISB trade vulnerability + 30% FSI 2024 country risk + 20% ISB-derived commodity importance + 10% UNCTAD chokepoint weight,Medium
TN_AUT_MON,trade,Montenegro,Automotive,Automotive,0.06,0.0,0.0,0.1429,China,27.24,0.4833,Fund for Peace FSI 2024 (normalized /120),0.6938,Derived from ISB import value + HHI (2024),0.0,,,,,Hl Mando Anand India Private Limited | IFB Industries Ltd. | Basf Catalysts India Private Limited | Rane Holdings Ltd. | Posco India Processing Center Private Limited | Minda Corporation Ltd. | JBM Auto Ltd. | Sundram Fasteners Ltd. | Astemo India Private Limited | Philips India Limited,10,0.2838,40% ISB trade vulnerability + 30% FSI 2024 country risk + 20% ISB-derived commodity importance + 10% UNCTAD chokepoint weight,Low
TN_AUT_NEP,trade,Nepal,Automotive,Automotive,2.51,0.0,0.0,0.1429,China,27.24,0.6683,Fund for Peace FSI 2024 (normalized /120),0.6938,Derived from ISB import value + HHI (2024),0.0,,,,,Hl Mando Anand India Private Limited | IFB Industries Ltd. | Basf Catalysts India Private Limited | Rane Holdings Ltd. | Posco India Processing Center Private Limited | Minda Corporation Ltd. | JBM Auto Ltd. | Sundram Fasteners Ltd. | Astemo India Private Limited | Philips India Limited,10,0.3392,40% ISB trade vulnerability + 30% FSI 2024 country risk + 20% ISB-derived commodity importance + 10% UNCTAD chokepoint weight,Medium
TN_AUT_NET,trade,Netherlands Antilles,Automotive,Automotive,0.08,0.0,0.0,0.1429,China,27.24,0.6175,Fund for Peace FSI 2024 (normalized /120),0.6938,Derived from ISB import value + HHI (2024),0.0,,,,,Hl Mando Anand India Private Limited | IFB Industries Ltd. | Basf Catalysts India Private Limited | Rane Holdings Ltd. | Posco India Processing Center Private Limited | Minda Corporation Ltd. | JBM Auto Ltd. | Sundram Fasteners Ltd. | Astemo India Private Limited | Philips India Limited,10,0.324,40% ISB trade vulnerability + 30% FSI 2024 country risk + 20% ISB-derived commodity importance + 10% UNCTAD chokepoint weight,Medium
TN_AUT_NEW,trade,New Zealand,Automotive,Automotive,1.23,0.0,0.0,0.1429,China,27.24,0.1392,Fund for Peace FSI 2024 (normalized /120),0.6938,Derived from ISB import value + HHI (2024),0.0,,,,,Hl Mando Anand India Private Limited | IFB Industries Ltd. | Basf Catalysts India Private Limited | Rane Holdings Ltd. | Posco India Processing Center Private Limited | Minda Corporation Ltd. | JBM Auto Ltd. | Sundram Fasteners Ltd. | Astemo India Private Limited | Philips India Limited,10,0.1805,40% ISB trade vulnerability + 30% FSI 2024 country risk + 20% ISB-derived commodity importance + 10% UNCTAD chokepoint weight,Low
TN_AUT_NOR,trade,Norfolk Island,Automotive,Automotive,0.07,0.0,0.0,0.1429,China,27.24,0.6175,Fund for Peace FSI 2024 (normalized /120),0.6938,Derived from ISB import value + HHI (2024),0.0,,,,,Hl Mando Anand India Private Limited | IFB Industries Ltd. | Basf Catalysts India Private Limited | Rane Holdings Ltd. | Posco India Processing Center Private Limited | Minda Corporation Ltd. | JBM Auto Ltd. | Sundram Fasteners Ltd. | Astemo India Private Limited | Philips India Limited,10,0.324,40% ISB trade vulnerability + 30% FSI 2024 country risk + 20% ISB-derived commodity importance + 10% UNCTAD chokepoint weight,Medium
TN_AUT_NOR,trade,North Macedonia,Automotive,Automotive,2.45,0.0,0.0,0.1429,China,27.24,0.6175,Fund for Peace FSI 2024 (normalized /120),0.6938,Derived from ISB import value + HHI (2024),0.0,,,,,Hl Mando Anand India Private Limited | IFB Industries Ltd. | Basf Catalysts India Private Limited | Rane Holdings Ltd. | Posco India Processing Center Private Limited | Minda Corporation Ltd. | JBM Auto Ltd. | Sundram Fasteners Ltd. | Astemo India Private Limited | Philips India Limited,10,0.324,40% ISB trade vulnerability + 30% FSI 2024 country risk + 20% ISB-derived commodity importance + 10% UNCTAD chokepoint weight,Medium
TN_AUT_NOR,trade,Norway,Automotive,Automotive,1.86,0.0,0.0,0.1429,China,27.24,0.1208,Fund for Peace FSI 2024 (normalized /120),0.6938,Derived from ISB import value + HHI (2024),0.0,,,,,Hl Mando Anand India Private Limited | IFB Industries Ltd. | Basf Catalysts India Private Limited | Rane Holdings Ltd. | Posco India Processing Center Private Limited | Minda Corporation Ltd. | JBM Auto Ltd. | Sundram Fasteners Ltd. | Astemo India Private Limited | Philips India Limited,10,0.175,40% ISB trade vulnerability + 30% FSI 2024 country risk + 20% ISB-derived commodity importance + 10% UNCTAD chokepoint weight,Low
TN_AUT_OMA,trade,Oman,Automotive,Automotive,10.97,0.02,0.0,0.1429,China,27.24,0.4058,Fund for Peace FSI 2024 (normalized /120),0.6938,Derived from ISB import value + HHI (2024),0.0,,,,,Hl Mando Anand India Private Limited | IFB Industries Ltd. | Basf Catalysts India Private Limited | Rane Holdings Ltd. | Posco India Processing Center Private Limited | Minda Corporation Ltd. | JBM Auto Ltd. | Sundram Fasteners Ltd. | Astemo India Private Limited | Philips India Limited,10,0.2605,40% ISB trade vulnerability + 30% FSI 2024 country risk + 20% ISB-derived commodity importance + 10% UNCTAD chokepoint weight,Low
TN_AUT_PAK,trade,Pakistan,Automotive,Automotive,0.03,0.0,0.0,0.1429,China,27.24,0.7492,Fund for Peace FSI 2024 (normalized /120),0.6938,Derived from ISB import value + HHI (2024),0.0,,,,,Hl Mando Anand India Private Limited | IFB Industries Ltd. | Basf Catalysts India Private Limited | Rane Holdings Ltd. | Posco India Processing Center Private Limited | Minda Corporation Ltd. | JBM Auto Ltd. | Sundram Fasteners Ltd. | Astemo India Private Limited | Philips India Limited,10,0.3635,40% ISB trade vulnerability + 30% FSI 2024 country risk + 20% ISB-derived commodity importance + 10% UNCTAD chokepoint weight,Medium
TN_AUT_PAP,trade,Papua New Guinea,Automotive,Automotive,0.01,0.0,0.0,0.1429,China,27.24,0.6508,Fund for Peace FSI 2024 (normalized /120),0.6938,Derived from ISB import value + HHI (2024),0.0,,,,,Hl Mando Anand India Private Limited | IFB Industries Ltd. | Basf Catalysts India Private Limited | Rane Holdings Ltd. | Posco India Processing Center Private Limited | Minda Corporation Ltd. | JBM Auto Ltd. | Sundram Fasteners Ltd. | Astemo India Private Limited | Philips India Limited,10,0.334,40% ISB trade vulnerability + 30% FSI 2024 country risk + 20% ISB-derived commodity importance + 10% UNCTAD chokepoint weight,Medium
TN_AUT_POR,trade,Portugal,Automotive,Automotive,17.150000000000002,0.03,0.0,0.1429,China,27.24,0.2142,Fund for Peace FSI 2024 (normalized /120),0.6938,Derived from ISB import value + HHI (2024),0.0,,,,,Hl Mando Anand India Private Limited | IFB Industries Ltd. | Basf Catalysts India Private Limited | Rane Holdings Ltd. | Posco India Processing Center Private Limited | Minda Corporation Ltd. | JBM Auto Ltd. | Sundram Fasteners Ltd. | Astemo India Private Limited | Philips India Limited,10,0.203,40% ISB trade vulnerability + 30% FSI 2024 country risk + 20% ISB-derived commodity importance + 10% UNCTAD chokepoint weight,Low
TN_AUT_QAT,trade,Qatar,Automotive,Automotive,3.5,0.01,0.0,0.1429,China,27.24,0.3375,Fund for Peace FSI 2024 (normalized /120),0.6938,Derived from ISB import value + HHI (2024),0.0,,,,,Hl Mando Anand India Private Limited | IFB Industries Ltd. | Basf Catalysts India Private Limited | Rane Holdings Ltd. | Posco India Processing Center Private Limited | Minda Corporation Ltd. | JBM Auto Ltd. | Sundram Fasteners Ltd. | Astemo India Private Limited | Philips India Limited,10,0.24,40% ISB trade vulnerability + 30% FSI 2024 country risk + 20% ISB-derived commodity importance + 10% UNCTAD chokepoint weight,Low
TN_AUT_RUS,trade,Russian Federation,Automotive,Automotive,18.5,0.03,0.0,0.1429,China,27.24,0.6175,Fund for Peace FSI 2024 (normalized /120),0.6938,Derived from ISB import value + HHI (2024),0.0,,,,,Hl Mando Anand India Private Limited | IFB Industries Ltd. | Basf Catalysts India Private Limited | Rane Holdings Ltd. | Posco India Processing Center Private Limited | Minda Corporation Ltd. | JBM Auto Ltd. | Sundram Fasteners Ltd. | Astemo India Private Limited | Philips India Limited,10,0.324,40% ISB trade vulnerability + 30% FSI 2024 country risk + 20% ISB-derived commodity importance + 10% UNCTAD chokepoint weight,Medium
TN_AUT_SAN,trade,San Marino,Automotive,Automotive,0.0,0.0,0.0,0.1429,China,27.24,0.6175,Fund for Peace FSI 2024 (normalized /120),0.6938,Derived from ISB import value + HHI (2024),0.0,,,,,Hl Mando Anand India Private Limited | IFB Industries Ltd. | Basf Catalysts India Private Limited | Rane Holdings Ltd. | Posco India Processing Center Private Limited | Minda Corporation Ltd. | JBM Auto Ltd. | Sundram Fasteners Ltd. | Astemo India Private Limited | Philips India Limited,10,0.324,40% ISB trade vulnerability + 30% FSI 2024 country risk + 20% ISB-derived commodity importance + 10% UNCTAD chokepoint weight,Medium
TN_AUT_SAU,trade,Saudi Arabia,Automotive,Automotive,0.6900000000000001,0.0,0.0,0.1429,China,27.24,0.5442,Fund for Peace FSI 2024 (normalized /120),0.6938,Derived from ISB import value + HHI (2024),0.0,,,,,Hl Mando Anand India Private Limited | IFB Industries Ltd. | Basf Catalysts India Private Limited | Rane Holdings Ltd. | Posco India Processing Center Private Limited | Minda Corporation Ltd. | JBM Auto Ltd. | Sundram Fasteners Ltd. | Astemo India Private Limited | Philips India Limited,10,0.302,40% ISB trade vulnerability + 30% FSI 2024 country risk + 20% ISB-derived commodity importance + 10% UNCTAD chokepoint weight,Medium
TN_AUT_SER,trade,Serbia,Automotive,Automotive,0.23,0.0,0.0,0.1429,China,27.24,0.5658,Fund for Peace FSI 2024 (normalized /120),0.6938,Derived from ISB import value + HHI (2024),0.0,,,,,Hl Mando Anand India Private Limited | IFB Industries Ltd. | Basf Catalysts India Private Limited | Rane Holdings Ltd. | Posco India Processing Center Private Limited | Minda Corporation Ltd. | JBM Auto Ltd. | Sundram Fasteners Ltd. | Astemo India Private Limited | Philips India Limited,10,0.3085,40% ISB trade vulnerability + 30% FSI 2024 country risk + 20% ISB-derived commodity importance + 10% UNCTAD chokepoint weight,Medium
TN_AUT_SLO,trade,Slovakia,Automotive,Automotive,16.39,0.03,0.0,0.1429,China,27.24,0.6175,Fund for Peace FSI 2024 (normalized /120),0.6938,Derived from ISB import value + HHI (2024),0.0,,,,,Hl Mando Anand India Private Limited | IFB Industries Ltd. | Basf Catalysts India Private Limited | Rane Holdings Ltd. | Posco India Processing Center Private Limited | Minda Corporation Ltd. | JBM Auto Ltd. | Sundram Fasteners Ltd. | Astemo India Private Limited | Philips India Limited,10,0.324,40% ISB trade vulnerability + 30% FSI 2024 country risk + 20% ISB-derived commodity importance + 10% UNCTAD chokepoint weight,Medium
TN_AUT_SYR,trade,Syrian Arab Republic,Automotive,Automotive,0.0,0.0,0.0,0.1429,China,27.24,0.6175,Fund for Peace FSI 2024 (normalized /120),0.6938,Derived from ISB import value + HHI (2024),0.0,,,,,Hl Mando Anand India Private Limited | IFB Industries Ltd. | Basf Catalysts India Private Limited | Rane Holdings Ltd. | Posco India Processing Center Private Limited | Minda Corporation Ltd. | JBM Auto Ltd. | Sundram Fasteners Ltd. | Astemo India Private Limited | Philips India Limited,10,0.324,40% ISB trade vulnerability + 30% FSI 2024 country risk + 20% ISB-derived commodity importance + 10% UNCTAD chokepoint weight,Medium
TN_AUT_TUR,trade,Turkmenistan,Automotive,Automotive,0.0,0.0,0.0,0.1429,China,27.24,0.5375,Fund for Peace FSI 2024 (normalized /120),0.6938,Derived from ISB import value + HHI (2024),0.0,,,,,Hl Mando Anand India Private Limited | IFB Industries Ltd. | Basf Catalysts India Private Limited | Rane Holdings Ltd. | Posco India Processing Center Private Limited | Minda Corporation Ltd. | JBM Auto Ltd. | Sundram Fasteners Ltd. | Astemo India Private Limited | Philips India Limited,10,0.3,40% ISB trade vulnerability + 30% FSI 2024 country risk + 20% ISB-derived commodity importance + 10% UNCTAD chokepoint weight,Medium
TN_AUT_TÜR,trade,Türkiye,Automotive,Automotive,8.71,0.01,0.0,0.1429,China,27.24,0.6175,Fund for Peace FSI 2024 (normalized /120),0.6938,Derived from ISB import value + HHI (2024),0.0,,,,,Hl Mando Anand India Private Limited | IFB Industries Ltd. | Basf Catalysts India Private Limited | Rane Holdings Ltd. | Posco India Processing Center Private Limited | Minda Corporation Ltd. | JBM Auto Ltd. | Sundram Fasteners Ltd. | Astemo India Private Limited | Philips India Limited,10,0.324,40% ISB trade vulnerability + 30% FSI 2024 country risk + 20% ISB-derived commodity importance + 10% UNCTAD chokepoint weight,Medium
TN_AUT_UKR,trade,Ukraine,Automotive,Automotive,2.67,0.0,0.0,0.1429,China,27.24,0.7992,Fund for Peace FSI 2024 (normalized /120),0.6938,Derived from ISB import value + HHI (2024),0.0,,,,,Hl Mando Anand India Private Limited | IFB Industries Ltd. | Basf Catalysts India Private Limited | Rane Holdings Ltd. | Posco India Processing Center Private Limited | Minda Corporation Ltd. | JBM Auto Ltd. | Sundram Fasteners Ltd. | Astemo India Private Limited | Philips India Limited,10,0.3785,40% ISB trade vulnerability + 30% FSI 2024 country risk + 20% ISB-derived commodity importance + 10% UNCTAD chokepoint weight,Medium
TN_AUT_UNI,trade,United States Minor Outlying Islands,Automotive,Automotive,0.01,0.0,0.0,0.1429,China,27.24,0.6175,Fund for Peace FSI 2024 (normalized /120),0.6938,Derived from ISB import value + HHI (2024),0.0,,,,,Hl Mando Anand India Private Limited | IFB Industries Ltd. | Basf Catalysts India Private Limited | Rane Holdings Ltd. | Posco India Processing Center Private Limited | Minda Corporation Ltd. | JBM Auto Ltd. | Sundram Fasteners Ltd. | Astemo India Private Limited | Philips India Limited,10,0.324,40% ISB trade vulnerability + 30% FSI 2024 country risk + 20% ISB-derived commodity importance + 10% UNCTAD chokepoint weight,Medium
TN_AUT_UZB,trade,Uzbekistan,Automotive,Automotive,0.04,0.0,0.0,0.1429,China,27.24,0.5567,Fund for Peace FSI 2024 (normalized /120),0.6938,Derived from ISB import value + HHI (2024),0.0,,,,,Hl Mando Anand India Private Limited | IFB Industries Ltd. | Basf Catalysts India Private Limited | Rane Holdings Ltd. | Posco India Processing Center Private Limited | Minda Corporation Ltd. | JBM Auto Ltd. | Sundram Fasteners Ltd. | Astemo India Private Limited | Philips India Limited,10,0.3058,40% ISB trade vulnerability + 30% FSI 2024 country risk + 20% ISB-derived commodity importance + 10% UNCTAD chokepoint weight,Medium
TN_CHE_CHI,trade,China,Chemicals,Chemicals,164501.75,30.66,0.2759,0.1199,China,30.66,0.5425,Fund for Peace FSI 2024 (normalized /120),0.7507,Derived from ISB import value + HHI (2024),0.0,,,,,Honda Motorcycle And Scooter India Pvt Ltd | Hero MotoCorp Ltd. | Tata Motors Passenger Vehicles Limited | UPL Ltd. | TVS Motor Company Ltd. | TVS Holdings Ltd. | Bajaj Auto Ltd. | Hindustan Unilever Ltd. | Toyota Kirloskar Motor Private Limited | Samvardhana Motherson International Ltd.,10,0.4232,40% ISB trade vulnerability + 30% FSI 2024 country risk + 20% ISB-derived commodity importance + 10% UNCTAD chokepoint weight,Medium
TN_CHE_SAU,trade,Saudi Arabia,Chemicals,Chemicals,29217.66,5.44,0.0299,0.1199,China,30.66,0.5442,Fund for Peace FSI 2024 (normalized /120),0.7507,Derived from ISB import value + HHI (2024),0.0,,,,,Honda Motorcycle And Scooter India Pvt Ltd | Hero MotoCorp Ltd. | Tata Motors Passenger Vehicles Limited | UPL Ltd. | TVS Motor Company Ltd. | TVS Holdings Ltd. | Bajaj Auto Ltd. | Hindustan Unilever Ltd. | Toyota Kirloskar Motor Private Limited | Samvardhana Motherson International Ltd.,10,0.3254,40% ISB trade vulnerability + 30% FSI 2024 country risk + 20% ISB-derived commodity importance + 10% UNCTAD chokepoint weight,Medium
TN_CHE_REP,trade,Republic of Korea,Chemicals,Chemicals,38389.29,7.15,0.0107,0.1199,China,30.66,0.6175,Fund for Peace FSI 2024 (normalized /120),0.7507,Derived from ISB import value + HHI (2024),0.0,,,,,Honda Motorcycle And Scooter India Pvt Ltd | Hero MotoCorp Ltd. | Tata Motors Passenger Vehicles Limited | UPL Ltd. | TVS Motor Company Ltd. | TVS Holdings Ltd. | Bajaj Auto Ltd. | Hindustan Unilever Ltd. | Toyota Kirloskar Motor Private Limited | Samvardhana Motherson International Ltd.,10,0.3397,40% ISB trade vulnerability + 30% FSI 2024 country risk + 20% ISB-derived commodity importance + 10% UNCTAD chokepoint weight,Medium
TN_CHE_IND,trade,Indonesia,Chemicals,Chemicals,16157.61,3.01,0.0105,0.1199,China,30.66,0.5467,Fund for Peace FSI 2024 (normalized /120),0.7507,Derived from ISB import value + HHI (2024),0.0,,,,,Honda Motorcycle And Scooter India Pvt Ltd | Hero MotoCorp Ltd. | Tata Motors Passenger Vehicles Limited | UPL Ltd. | TVS Motor Company Ltd. | TVS Holdings Ltd. | Bajaj Auto Ltd. | Hindustan Unilever Ltd. | Toyota Kirloskar Motor Private Limited | Samvardhana Motherson International Ltd.,10,0.3184,40% ISB trade vulnerability + 30% FSI 2024 country risk + 20% ISB-derived commodity importance + 10% UNCTAD chokepoint weight,Medium
TN_CHE_MAL,trade,Malaysia,Chemicals,Chemicals,15398.72,2.87,0.01,0.1199,China,30.66,0.4583,Fund for Peace FSI 2024 (normalized /120),0.7507,Derived from ISB import value + HHI (2024),0.0,,,,,Honda Motorcycle And Scooter India Pvt Ltd | Hero MotoCorp Ltd. | Tata Motors Passenger Vehicles Limited | UPL Ltd. | TVS Motor Company Ltd. | TVS Holdings Ltd. | Bajaj Auto Ltd. | Hindustan Unilever Ltd. | Toyota Kirloskar Motor Private Limited | Samvardhana Motherson International Ltd.,10,0.2916,40% ISB trade vulnerability + 30% FSI 2024 country risk + 20% ISB-derived commodity importance + 10% UNCTAD chokepoint weight,Low
TN_CHE_JAP,trade,Japan,Chemicals,Chemicals,34883.52,6.5,0.0098,0.1199,China,30.66,0.2542,Fund for Peace FSI 2024 (normalized /120),0.7507,Derived from ISB import value + HHI (2024),0.0,,,,,Honda Motorcycle And Scooter India Pvt Ltd | Hero MotoCorp Ltd. | Tata Motors Passenger Vehicles Limited | UPL Ltd. | TVS Motor Company Ltd. | TVS Holdings Ltd. | Bajaj Auto Ltd. | Hindustan Unilever Ltd. | Toyota Kirloskar Motor Private Limited | Samvardhana Motherson International Ltd.,10,0.2303,40% ISB trade vulnerability + 30% FSI 2024 country risk + 20% ISB-derived commodity importance + 10% UNCTAD chokepoint weight,Low
TN_CHE_SIN,trade,Singapore,Chemicals,Chemicals,31757.65,5.92,0.0089,0.1199,China,30.66,0.2125,Fund for Peace FSI 2024 (normalized /120),0.7507,Derived from ISB import value + HHI (2024),0.0,,,,,Honda Motorcycle And Scooter India Pvt Ltd | Hero MotoCorp Ltd. | Tata Motors Passenger Vehicles Limited | UPL Ltd. | TVS Motor Company Ltd. | TVS Holdings Ltd. | Bajaj Auto Ltd. | Hindustan Unilever Ltd. | Toyota Kirloskar Motor Private Limited | Samvardhana Motherson International Ltd.,10,0.2175,40% ISB trade vulnerability + 30% FSI 2024 country risk + 20% ISB-derived commodity importance + 10% UNCTAD chokepoint weight,Low
