GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor1Geo_Extra,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,Actor2Geo_Extra,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL,Extra60,country,event_category,event_date,goldstein_norm,cameo_weight,mention_norm,preliminary_severity,event_hash,matched_node_id,matched_sector
1306931630,20260601,202606,2026,2026.4137,IRN,TEHRAN,IRN,,,,,,,,YEM,YEMEN,YEM,,,,,,,,0,1723,172,17,4,-5.0,1,1,1,-3.89105058365759,4,"Beirut, Beyrouth, Lebanon",LE,LE04,18808,33.8719,35.5097,-801546,1,Yemen,YM,YM,,15.5,47.5,YM,1,Yemen,YM,YM,,15.5,47.5,YM,20260601180000,https://newrepublic.com/post/211171/iran-axes-peace-talks-us-trump-spirals,Yemen,Coerce/Sanction,2026-06-01,0.75,0.7,0.1003,0.5701,c6341bebbaa6e5ecd28a4dc64c630742,TN_AGR_YEM,Agri
1306931631,20260601,202606,2026,2026.4137,IRN,TEHRAN,IRN,,,,,,,,YEM,YEMEN,YEM,,,,,,,,0,1723,172,17,4,-5.0,3,1,3,-3.89105058365759,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,4,"Tehran, Tehran, Iran",IR,IR26,41130.0,35.75,51.5148,10074674,20260601180000,https://newrepublic.com/post/211171/iran-axes-peace-talks-us-trump-spirals,Iran,Coerce/Sanction,2026-06-01,0.75,0.7,0.2007,0.5952,e05636a850348393ea4a924385f37662,,
1306931655,20260601,202606,2026,2026.4137,ISR,ISRAEL,ISR,,,,,,,,,,,,,,,,,,1,1712,171,17,4,-9.2,2,1,2,0.0720980533525601,4,"Rosh Haayin, HaMerkaz, Israel",IS,IS02,18311,32.0942,34.9458,-781245,0,,,,,,,,4,"Rosh Haayin, HaMerkaz, Israel",IS,IS02,18311.0,32.0942,34.9458,-781245,20260601180000,https://www.ynetnews.com/article/bkpkt1oeme,Israel,Coerce/Sanction,2026-06-01,0.96,0.7,0.159,0.6688,73aeb0500ecdb57e98d1bb269492902f,TN_AGR_ISR,Agri
1306931669,20260601,202606,2026,2026.4137,ISR,ISRAEL,ISR,,,,,,,,IRN,IRAN,IRN,,,,,,,,0,180,180,18,4,-9.0,2,1,2,-3.58939953035894,4,"Gaza, Israel (general), Israel",IS,IS00,18315,31.4167,34.3333,-797156,4,"Gaza, Israel (general), Israel",IS,IS00,18315,31.4167,34.3333,-797156,4,"Gaza, Israel (general), Israel",IS,IS00,18315.0,31.4167,34.3333,-797156,20260601180000,https://www.dailykos.com/stories/2026/6/1/800048676/community/tomgr/,Israel,Armed Assault,2026-06-01,0.95,0.85,0.159,0.7172,c002f09197a402127a2d2e5c5ad87a72,TN_AGR_ISR,Agri
1306931721,20260601,202606,2026,2026.4137,JEWUDXOPP,HAREDI,,,,JEW,UDX,OPP,,,,,,,,,,,,,1,191,191,19,4,-9.5,5,1,5,-7.97546012269938,4,"Jerusalem, Israel (general), Israel",IS,IS00,18315,31.7667,35.2333,-797092,0,,,,,,,,4,"Jerusalem, Israel (general), Israel",IS,IS00,18315.0,31.7667,35.2333,-797092,20260601180000,https://www.israelnationalnews.com/news/427954,Israel,Armed Conflict,2026-06-01,0.975,0.9,0.2593,0.7698,387774c240903f468a986b3803d08122,TN_AGR_ISR,Agri
1306931917,20260601,202606,2026,2026.4137,MLT,MALTA,MLT,,,,,,,,BUS,TANKER,,,,,,BUS,,,1,190,190,19,4,-10.0,1,1,1,-6.73374613003096,1,Malta,MT,MT,,35.916667,14.433333,MT,1,Ukraine,UP,UP,,49,32,UP,1,Malta,MT,MT,,35.916667,14.433333,MT,20260601180000,https://www.eco-business.com/news/shadow-fleet-pollution-is-burdening-under-resourced-nations/,Unknown,Armed Conflict,2026-06-01,1.0,0.9,0.1003,0.7401,c560d4226eeef83493fe3b1736281eb9,,
1306932028,20260601,202606,2026,2026.4137,REF,DISPLACED PERSON,,,,,,REF,,,,,,,,,,,,,0,0233,023,02,1,3.4,10,1,10,-6.14152202937249,1,United States,US,US,,39.828175,-98.5795,US,0,,,,,,,,1,United States,US,US,,39.828175,-98.5795,US,20260601180000,https://www.dw.com/en/refugees-and-migration-is-europe-closing-its-doors/a-77380290,United States,Natural Disaster,2026-06-01,0.33,0.75,0.3471,0.4813,4f61a5894b72428a98ee69eec85906d2,,
1306932044,20260601,202606,2026,2026.4137,RUS,RUSSIAN,RUS,,,,,,,,CRM,PEDOPHILE,,,,,,CRM,,,1,173,173,17,4,-5.0,9,1,7,-6.11854684512429,1,Russia,RS,RS,,60,100,RS,1,Russia,RS,RS,,60,100,RS,1,Russia,RS,RS,,60.0,100,RS,20260601180000,https://nypost.com/2026/06/01/us-news/bill-gates-told-staff-more-than-20-affairs-were-claimed-in-divorce-during-tense-town-hall-meeting-report/,Russia,Coerce/Sanction,2026-06-01,0.75,0.7,0.3333,0.6283,11457b59965dfdcecf4988a479a2027f,,
1306932045,20260601,202606,2026,2026.4137,RUS,RUSSIAN,RUS,,,,,,,,CVL,CIVILIAN,,,,,,CVL,,,0,190,190,19,4,-10.0,5,1,5,-6.33528265107213,4,"Moscow, Moskva, Russia",RS,RS48,25106,55.7522,37.6156,-2960561,4,"Moscow, Moskva, Russia",RS,RS48,25106,55.7522,37.6156,-2960561,4,"Moscow, Moskva, Russia",RS,RS48,25106.0,55.7522,37.6156,-2960561,20260601180000,https://www.kyivpost.com/post/77290,Russia,Armed Conflict,2026-06-01,1.0,0.9,0.2593,0.7798,35197efc0987691933efe9d2e17b7c90,,
1306932099,20260601,202606,2026,2026.4137,TUR,TURKEY,TUR,,,,,,,,,,,,,,,,,,0,180,180,18,4,-9.0,4,1,4,-9.65250965250963,4,"Smyrna, Izmir, Turkey",TU,TU35,27937,38.4104,27.142,-755097,0,,,,,,,,4,"Smyrna, Izmir, Turkey",TU,TU35,27937.0,38.4104,27.142,-755097,20260601180000,https://www.mdjonline.com/news/police_fire/driver-accused-of-firing-shots-at-vehicle-during-road-rage-incident-in-smyrna/article_b4e61ea8-bbfb-4086-9fd0-98a068b7b6d3.html,Turkey,Armed Assault,2026-06-01,0.95,0.85,0.233,0.7358,554e2fd2e723e99f1b3091d9fc60b44a,TN_AGR_TUR,Agri
1306932100,20260601,202606,2026,2026.4137,TUR,TURKEY,TUR,,,,,,,,DEU,GERMANY,DEU,,,,,,,,1,190,190,19,4,-10.0,1,1,1,-1.09529025191676,4,"Dersim, Tunceli, Turkey",TU,TU62,28322,39.1083,39.2213,-753803,4,"Sivas, Sivas, Turkey",TU,TU58,28276,39.7483,37.0161,-771063,4,"Dersim, Tunceli, Turkey",TU,TU62,28322.0,39.1083,39.2213,-753803,20260601180000,https://www.dw.com/en/germany-alevism-community-islam-culture-turkey-origin-faith-beliefs-tenets/a-77337130,Turkey,Armed Conflict,2026-06-01,1.0,0.9,0.1003,0.7401,c46cfc278fb249912d95cdcf21a08f3b,TN_AGR_TUR,Agri
1306932105,20260601,202606,2026,2026.4137,TUR,TURKISH,TUR,,,,,,,,TURMIL,TURKEY,TUR,,,,,MIL,,,1,202,202,20,4,-10.0,1,1,1,-1.09529025191676,4,"Anatolia, Turkey (general), Turkey",TU,TU00,28356,39,35,-735281,4,"Dersim, Tunceli, Turkey",TU,TU62,28322,39.1083,39.2213,-753803,4,"Anatolia, Turkey (general), Turkey",TU,TU00,28356.0,39.0,35,-735281,20260601180000,https://www.dw.com/en/germany-alevism-community-islam-culture-turkey-origin-faith-beliefs-tenets/a-77337130,Turkey,Mass Violence,2026-06-01,1.0,1.0,0.1003,0.7751,a74f69ed516652a1f99000ba83b89b6d,TN_AGR_TUR,Agri
1306932126,20260601,202606,2026,2026.4137,UKR,UKRAINIAN,UKR,,,,,,,,BUS,TANKER,,,,,,BUS,,,1,1712,171,17,4,-9.2,10,1,10,-6.73374613003096,1,Ukraine,UP,UP,,49,32,UP,1,Ukraine,UP,UP,,49,32,UP,1,Ukraine,UP,UP,,49.0,32,UP,20260601180000,https://www.eco-business.com/news/shadow-fleet-pollution-is-burdening-under-resourced-nations/,Ukraine,Coerce/Sanction,2026-06-01,0.96,0.7,0.3471,0.7158,79a5e3181a97ed7f343df62ae6a3f9ce,TN_AGR_UKR,Agri
1306932131,20260601,202606,2026,2026.4137,UKR,UKRAINIAN,UKR,,,,,,,,RUS,RUSSIAN,RUS,,,,,,,,1,1712,171,17,4,-9.2,8,1,8,-6.33528265107213,4,"Moscow, Moskva, Russia",RS,RS48,25106,55.7522,37.6156,-2960561,4,"Moscow, Moskva, Russia",RS,RS48,25106,55.7522,37.6156,-2960561,4,"Moscow, Moskva, Russia",RS,RS48,25106.0,55.7522,37.6156,-2960561,20260601180000,https://www.kyivpost.com/post/77290,Russia,Coerce/Sanction,2026-06-01,0.96,0.7,0.318,0.7085,ad66d1a2e17ffe2b8bd801e3cb85c9b5,,
1306932132,20260601,202606,2026,2026.4137,UKR,UKRAINE,UKR,,,,,,,,RUS,RUSSIA,RUS,,,,,,,,1,172,172,17,4,-5.0,1,1,1,-6.77966101694916,4,"Tuapse, Krasnodarskiy Kray, Russia",RS,RS38,25065,44.1053,39.0802,-3021852,1,Belarus,BO,BO,,53,28,BO,4,"Tuapse, Krasnodarskiy Kray, Russia",RS,RS38,25065.0,44.1053,39.0802,-3021852,20260601180000,https://www.kyivpost.com/post/77291,Russia,Coerce/Sanction,2026-06-01,0.75,0.7,0.1003,0.5701,a59a83277e0076fbe8e8331b817b8a60,,
1306932134,20260601,202606,2026,2026.4137,UKR,UKRAINE,UKR,,,,,,,,RUS,RUSSIAN,RUS,,,,,,,,1,190,190,19,4,-10.0,3,1,3,-6.33484162895927,1,Uzbekistan,UZ,UZ,,41.707542,63.84911,UZ,1,Uzbekistan,UZ,UZ,,41.707542,63.84911,UZ,1,Uzbekistan,UZ,UZ,,41.707542,63.84911,UZ,20260601180000,https://leadership.ng/russia-bans-aviation-fuel-exports-until-november-30-amid-refinery-strikes/,Ukraine,Armed Conflict,2026-06-01,1.0,0.9,0.2007,0.7652,27497c13423cc0124e0551621092b003,TN_AGR_UKR,Agri
1306932409,20260601,202606,2026,2026.4137,VNM,VIETNAM,VNM,,,,,,,,,,,,,,,,,,1,190,190,19,4,-10.0,2,1,2,-8.8,1,"Vietnam, Republic Of",VM,VM,,16.166667,107.833333,VM,0,,,,,,,,1,"Vietnam, Republic Of",VM,VM,,16.166667,107.833333,VM,20260601180000,"http://www.editorandpublisher.com/stories/dang-van-phuoc-ap-combat-photographer-who-lost-an-eye-in-the-vietnam-war-dies-at-91,261881",Vietnam,Armed Conflict,2026-06-01,1.0,0.9,0.159,0.7548,87da29e531792e8ff9993b839529abef,,
1306973471,20250602,202506,2025,2025.4164,CVL,IMMIGRANT,,,,,,CVL,,,,,,,,,,,,,0,173,173,17,4,-5.0,5,1,5,-4.45993031358885,2,"New Jersey, United States",US,USNJ,,40.314,-74.5089,NJ,0,,,,,,,,2,"New Jersey, United States",US,USNJ,,40.314,-74.5089,NJ,20260602000000,https://www.troyrecord.com/2026/06/01/voluntary-departures-spike/,United States,Coerce/Sanction,2025-06-02,0.75,0.7,0.2593,0.6098,ba5f3bd0afeda2940b5ba8269c5412a5,,
1306973474,20250602,202506,2025,2025.4164,GOV,GOVERNMENT,,,,,,GOV,,,,,,,,,,,,,1,190,190,19,4,-10.0,10,1,10,-6.31313131313131,4,"Toronto, Ontario, Canada",CA,CA08,12686,43.6667,-79.4167,-574890,0,,,,,,,,4,"Toronto, Ontario, Canada",CA,CA08,12686.0,43.6667,-79.4167,-574890,20260602000000,https://www.messenger-inquirer.com/ap/ap_international_news/canada-is-failing-the-jewish-community-and-jews-are-being-targeted-prime-minister-carney-says/article_3576c0cc-764b-5507-b2b4-ffdfb6d3cdc9.html,Canada,Armed Conflict,2025-06-02,1.0,0.9,0.3471,0.8018,22c29a3c2e9d596c3bdde94588e6cec1,,
1306973475,20250602,202506,2025,2025.4164,IGOEUREEC,THE EU,EUR,EEC,,,,IGO,,,GOV,AUTHORITIES,,,,,,GOV,,,0,192,192,19,4,-9.5,10,1,10,-4.79338842975207,1,United States,US,US,,39.828175,-98.5795,US,1,United States,US,US,,39.828175,-98.5795,US,1,United States,US,US,,39.828175,-98.5795,US,20260602000000,https://www.arabnews.com/node/2645701/world,United States,Armed Conflict,2025-06-02,0.975,0.9,0.3471,0.7918,b22593e745551063128fdb5322eb67bf,,
1306973483,20260503,202605,2026,2026.3370,EDU,SCHOOL,,,,,,EDU,,,,,,,,,,,,,0,172,172,17,4,-5.0,6,1,6,-2.60190806591501,4,"Quebec, Quebec, Canada",CA,CA10,12750,47.5,-72,-571850,0,,,,,,,,4,"Quebec, Quebec, Canada",CA,CA10,12750.0,47.5,-72,-571850,20260602000000,https://www.recorder.ca:443/news/national/push-grows-for-all-day-bell-to-bell-ban-on-cellphones-in-ontario-schools/wcm/9799563c-239d-4151-a9a5-04aecd3896d0,Canada,Coerce/Sanction,2026-05-03,0.75,0.7,0.2817,0.6154,82d7783123eaddc3eb5bc83783736e64,,
1306973501,20260526,202605,2026,2026.4000,ISR,ISRAELI,ISR,,,,,,,,LBN,LEBANON,LBN,,,,,,,,1,190,190,19,4,-10.0,1,1,1,-5.57491289198606,1,Iran,IR,IR,,32,53,IR,4,"Beaufort Castle, Nabatî, Lebanon",LE,LE07,18816,33.3242,35.5319,-808928,4,"Beaufort Castle, Nabatî, Lebanon",LE,LE07,18816.0,33.3242,35.5319,-808928,20260602000000,https://www.csmonitor.com/World/Middle-East/2026/0601/lebanon-hezbollah-israel-beirut-escalation-ceasefire,Lebanon,Armed Conflict,2026-05-26,1.0,0.9,0.1003,0.7401,ad08a6cb23b22ffb3f6197069edf3b3c,TN_AGR_LEB,Agri
1306973502,20260526,202605,2026,2026.4000,ISRMIL,ISRAELI,ISR,,,,,MIL,,,LBN,LEBANON,LBN,,,,,,,,1,190,190,19,4,-10.0,6,1,6,-5.57491289198606,1,Iran,IR,IR,,32,53,IR,1,Iran,IR,IR,,32,53,IR,1,Iran,IR,IR,,32.0,53,IR,20260602000000,https://www.csmonitor.com/World/Middle-East/2026/0601/lebanon-hezbollah-israel-beirut-escalation-ceasefire,Iran,Armed Conflict,2026-05-26,1.0,0.9,0.2817,0.7854,6607ee7caae8b6c76f13220ae829f97c,,
1306973506,20260526,202605,2026,2026.4000,MIL,MILITARY,,,,,,MIL,,,PSE,GAZA,PSE,,,,,,,,0,192,192,19,4,-9.5,8,1,8,-5.31358885017422,1,Gaza Strip,GZ,GZ,,31.425074,34.373398,GZ,1,Gaza Strip,GZ,GZ,,31.425074,34.373398,GZ,1,Gaza Strip,GZ,GZ,,31.425074,34.373398,GZ,20260602000000,https://www.tenterfieldstar.com.au/story/9269236/crispin-hull-donald-trumps-iran-action-is-criminal-just-look-at-the-obama-2026-deal/,Unknown,Armed Conflict,2026-05-26,0.975,0.9,0.318,0.7845,a2c6aa3417f93148ab3959cb0aefaa35,,
1306973507,20260526,202605,2026,2026.4000,MIL,MILITARY,,,,,,MIL,,,PSE,GAZA,PSE,,,,,,,,0,192,192,19,4,-9.5,2,1,2,-5.31358885017422,1,Iran,IR,IR,,32,53,IR,1,Iran,IR,IR,,32,53,IR,1,Iran,IR,IR,,32.0,53,IR,20260602000000,https://www.tenterfieldstar.com.au/story/9269236/crispin-hull-donald-trumps-iran-action-is-criminal-just-look-at-the-obama-2026-deal/,Iran,Armed Conflict,2026-05-26,0.975,0.9,0.159,0.7448,1536bffe490b2d90afe39935f61e1eaf,,
1306973508,20260526,202605,2026,2026.4000,PER,LIMA,PER,,,,,,,,GOV,PRESIDENT,,,,,,GOV,,,1,174,174,17,4,-5.0,3,2,3,-0.675746924428823,4,"Lima, Lima, Peru",PE,PE15,91841,-12.05,-77.05,-352647,1,United States,US,US,,39.828175,-98.5795,US,1,United States,US,US,,39.828175,-98.5795,US,20260602000000,"http://www.sitkasentinel.com/stories/peruvian-shamans-perform-a-blessing-ritual-ahead-of-a-presidential-runoff,145622",United States,Coerce/Sanction,2026-05-26,0.75,0.7,0.2007,0.5952,fa1a07751e0507b34d3a18b4c734620d,,
1306973509,20260526,202605,2026,2026.4000,PER,LIMA,PER,,,,,,,,GOV,PRESIDENT,,,,,,GOV,,,1,174,174,17,4,-5.0,1,1,1,-0.52724077328647,4,"Herradura, AndalucíSP, Spain",SP,SP51,25779,36.7349,-3.7376,-387165,4,"Lima, Lima, Peru",PE,PE15,91841,-12.05,-77.05,-352647,4,"Lima, Lima, Peru",PE,PE15,91841.0,-12.05,-77.05,-352647,20260602000000,https://www.nhregister.com/news/world/article/peruvian-shamans-perform-a-blessing-ritual-ahead-22286842.php,Peru,Coerce/Sanction,2026-05-26,0.75,0.7,0.1003,0.5701,17c4cb28db31e5141998c66caac558f2,,
1306973517,20260526,202605,2026,2026.4000,SDN,KORDOFAN,SDN,,,,,,,,CVL,CIVILIAN,,,,,,CVL,,,1,180,180,18,4,-9.0,10,1,10,-11.6991643454039,4,"Kordofan, Shamal Kurdufan, Sudan",SU,SU56,37089,13.0833,30.35,-9440,4,"Kordofan, Shamal Kurdufan, Sudan",SU,SU56,37089,13.0833,30.35,-9440,4,"Kordofan, Shamal Kurdufan, Sudan",SU,SU56,37089.0,13.0833,30.35,-9440,20260602000000,https://news.az/news/intercommunal-clashes-add-to-warfare-in-western-sudan-un,Sudan,Armed Assault,2026-05-26,0.95,0.85,0.3471,0.7643,2368e5789f7a42cd5462e77b261c8481,,
1306973518,20260526,202605,2026,2026.4000,SDN,KORDOFAN,SDN,,,,,,,,CVL,CIVILIAN,,,,,,CVL,,,1,190,190,19,4,-10.0,10,1,10,-11.6991643454039,4,"Kordofan, Shamal Kurdufan, Sudan",SU,SU56,37089,13.0833,30.35,-9440,4,"Kordofan, Shamal Kurdufan, Sudan",SU,SU56,37089,13.0833,30.35,-9440,4,"Kordofan, Shamal Kurdufan, Sudan",SU,SU56,37089.0,13.0833,30.35,-9440,20260602000000,https://news.az/news/intercommunal-clashes-add-to-warfare-in-western-sudan-un,Sudan,Armed Conflict,2026-05-26,1.0,0.9,0.3471,0.8018,2e2ec254ccad781d1bd7a40a9372f521,,
1306973535,20260526,202605,2026,2026.4000,USAJUD,VIRGINIA,USA,,,,,JUD,,,,,,,,,,,,,1,172,172,17,4,-5.0,3,1,3,-4.26287744227354,2,"Kentucky, United States",US,USKY,,37.669,-84.6514,KY,0,,,,,,,,2,"Kentucky, United States",US,USKY,,37.669,-84.6514,KY,20260602000000,https://www.kezi.com/news/national/thune-says-white-house-should-shut-down-anti-weaponization-fund-with-immigration-agenda-stalled/article_575bb311-ebaf-5326-9d2e-340881292515.html,United States,Coerce/Sanction,2026-05-26,0.75,0.7,0.2007,0.5952,d6794041a458df9daa6d93cc306a2505,,
1306973536,20260526,202605,2026,2026.4000,USAJUD,UNITED STATES,USA,,,,,JUD,,,,,,,,,,,,,1,173,173,17,4,-5.0,8,1,8,-7.53424657534246,2,"Missouri, United States",US,USMO,,38.4623,-92.302,MO,0,,,,,,,,2,"Missouri, United States",US,USMO,,38.4623,-92.302,MO,20260602000000,https://www.komu.com/news/midmissourinews/court-documents-detail-alleged-road-rage-incident-with-shots-fired-on-clark-lane-in-columbia/article_76afe6c1-35f2-493a-9f56-aa7b482e2606.html,United States,Coerce/Sanction,2026-05-26,0.75,0.7,0.318,0.6245,e9b2af1c99cf0db84976f4c22c6a4aa9,,
1306973549,20260602,202606,2026,2026.4164,,,,,,,,,,,BUS,COMPANIES,,,,,,BUS,,,1,190,190,19,4,-10.0,6,1,6,-1.86142709410548,0,,,,,,,,3,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,2,"Florida, United States",US,USFL,,27.8333,-81.717,FL,20260602000000,https://www.ironmountaindailynews.com/opinion/2026/06/some-military-leaders-urge-caution-on-battlefield-ai/,United States,Armed Conflict,2026-06-02,1.0,0.9,0.2817,0.7854,9e230098bbd54e881cbd8c044f4a53d6,,
1306973554,20260602,202606,2026,2026.4164,,,,,,,,,,,CAN,TORONTO,CAN,,,,,,,,1,173,173,17,4,-5.0,7,1,7,-15.9763313609467,0,,,,,,,,4,"Toronto, Ontario, Canada",CA,CA08,12686,43.6667,-79.4167,-574890,4,"Toronto, Ontario, Canada",CA,CA08,12686.0,43.6667,-79.4167,-574890,20260602000000,https://toronto.citynews.ca/2026/06/01/arrests-demonstration-targetting-jewish-community/,Canada,Coerce/Sanction,2026-06-02,0.75,0.7,0.301,0.6203,c19c6b4750fd6305d12e75b0050b9c79,,
1306973559,20260602,202606,2026,2026.4164,,,,,,,,,,,COP,POLICE,,,,,,COP,,,0,173,173,17,4,-5.0,5,1,5,-5.16627078384799,0,,,,,,,,0,,,,,,,,0,,,,,,,,20260602000000,https://www.tenterfieldstar.com.au/story/9270698/logan-power-dangerous-driving-crash-details-revealed-in-tamworth/,Unknown,Coerce/Sanction,2026-06-02,0.75,0.7,0.2593,0.6098,d0fc5fa285c0bde48ac559d03ebd8df5,,
1306973560,20260602,202606,2026,2026.4164,,,,,,,,,,,COP,POLICE,,,,,,COP,,,1,173,173,17,4,-5.0,80,4,40,-9.65038618481791,0,,,,,,,,4,"Canberra, Australian Capital Territory, Australia",AS,AS01,4940,-35.2833,149.217,-1563952,4,"Canberra, Australian Capital Territory, Australia",AS,AS01,4940.0,-35.2833,149.217,-1563952,20260602000000,https://www.oberonreview.com.au/story/9275640/toxic-brutal-culture-police-use-of-force-questioned/,Australia,Coerce/Sanction,2026-06-02,0.75,0.7,0.6361,0.704,223530cb172e3dad4dac14c97d7d4e31,TN_AGR_AUS,Agri
1306973563,20260602,202606,2026,2026.4164,,,,,,,,,,,COP,POLICE,,,,,,COP,,,1,173,173,17,4,-5.0,30,1,5,-9.86717267552182,0,,,,,,,,3,"Brooklyn, Connecticut, United States",US,USCT,CT015,41.7882,-71.9498,205750,3,"Brooklyn, Connecticut, United States",US,USCT,,41.7882,-71.9498,205750,20260602000000,https://www.dailyfreeman.com/2026/06/01/mid-hudson-valley-arrests-report-june-1-2026/,United States,Coerce/Sanction,2026-06-02,0.75,0.7,0.497,0.6692,4960d3973647cf453c3e3e391e7426d3,,
1306973567,20260602,202606,2026,2026.4164,,,,,,,,,,,CRM,THIEF,,,,,,CRM,,,1,190,190,19,4,-10.0,10,1,10,-2.33918128654971,0,,,,,,,,0,,,,,,,,0,,,,,,,,20260602000000,https://www.lex18.com/news/covering-kentucky/whitley-county-ems-director-amanda-jackson-dies-after-cancer-battle-agency-announces,Unknown,Armed Conflict,2026-06-02,1.0,0.9,0.3471,0.8018,15a3284d3f7b6f6c9dff1f6845269923,,
1306973596,20260602,202606,2026,2026.4164,,,,,,,,,,,EUR,EUROPEAN,EUR,,,,,,,,0,173,173,17,4,-5.0,8,1,8,1.88679245283019,0,,,,,,,,4,"Istres, Provence-Alpes-Côd'Azur, France",FR,FRB8,16322,43.5091,4.98797,-1432736,4,"Istres, Provence-Alpes-Côd'Azur, France",FR,FRB8,16322.0,43.5091,4.98797,-1432736,20260602000000,https://www.finanznachrichten.de/nachrichten-2026-06/68651595-france-signs-historic-two-mission-agreement-with-vast-to-the-international-space-station-and-haven-1-scheduled-to-be-the-world-s-first-commercial-spa-004.htm,France,Coerce/Sanction,2026-06-02,0.75,0.7,0.318,0.6245,c285337b4b21af863a3cae3b1ce247c9,TN_AGR_FRA,Agri
1306973635,20260602,202606,2026,2026.4164,,,,,,,,,,,IRN,IRAN,IRN,,,,,,,,0,190,190,19,4,-10.0,10,1,10,-0.37174721189591,0,,,,,,,,4,"Toronto, Ontario, Canada",CA,CA08,12686,43.6667,-79.4167,-574890,4,"Toronto, Ontario, Canada",CA,CA08,12686.0,43.6667,-79.4167,-574890,20260602000000,https://www.cambridgetimes.ca/news/ontario-gasoline-prices-falling-again/article_325e8429-0eae-5a2a-a6fd-fd99964ab46a.html,Canada,Armed Conflict,2026-06-02,1.0,0.9,0.3471,0.8018,900fafbe2e51715ba86d4a539cec6228,,
1306973636,20260602,202606,2026,2026.4164,,,,,,,,,,,IRN,IRAN,IRN,,,,,,,,0,194,194,19,4,-10.0,4,1,4,-3.65601840278134,0,,,,,,,,4,"Shlomi, Ha?afon, Israel",IS,IS03,18314,33.0747,35.1461,-781417,4,"Shlomi, Ha?afon, Israel",IS,IS03,18314.0,33.0747,35.1461,-781417,20260602000000,http://www.theuknews.com/news/279095870/trump-denies-report-iran-talks-have-stopped,Israel,Armed Conflict,2026-06-02,1.0,0.9,0.233,0.7733,1fb4358436f7de0b4ee9971fce1953f1,TN_AGR_ISR,Agri
1306973661,20260602,202606,2026,2026.4164,,,,,,,,,,,LBN,LEBANON,LBN,,,,,,,,1,190,190,19,4,-10.0,10,1,10,-2.09205020920502,0,,,,,,,,1,Lebanon,LE,LE,,33.833333,35.833333,LE,1,Lebanon,LE,LE,,33.833333,35.833333,LE,20260602000000,https://www.kezi.com/news/local/lebanon-crews-battle-four-simultaneous-emergencies-in-one-day/article_2db985a1-b69a-4f1e-9e83-fdae94a487b0.html,Lebanon,Armed Conflict,2026-06-02,1.0,0.9,0.3471,0.8018,74214d199fd9bffe4306e4c0fce784be,TN_AGR_LEB,Agri
1306973679,20260602,202606,2026,2026.4164,,,,,,,,,,,MNCJPN,TOYOTA,JPN,,,,,MNC,,,1,190,190,19,4,-10.0,10,1,10,-7.27272727272727,0,,,,,,,,1,Jamaica,JM,JM,,18.25,-77.5,JM,1,Jamaica,JM,JM,,18.25,-77.5,JM,20260602000000,https://www.jamaicaobserver.com/2026/06/01/woman-dead-multiple-injuries-reported-following-three-vehicle-crash-rose-hall-main-road/,Japan,Armed Conflict,2026-06-02,1.0,0.9,0.3471,0.8018,712893e1baa900eb5a8dbf79c21b09ae,TN_AGR_JAP,Agri
1306973686,20260602,202606,2026,2026.4164,,,,,,,,,,,OPP,PROTESTER,,,,,,OPP,,,1,175,175,17,4,-9.0,20,2,20,-11.4035087719298,0,,,,,,,,2,"New Jersey, United States",US,USNJ,,40.314,-74.5089,NJ,2,"New Jersey, United States",US,USNJ,,40.314,-74.5089,NJ,20260602000000,https://kcby.com/news/nation-world/violence-erupts-at-new-jersey-ice-detention-center-protests-conditions-state-police-delaney-hall,United States,Coerce/Sanction,2026-06-02,0.95,0.7,0.4407,0.7352,8d284fbd152e69596435e00d415374e5,,
