GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor1Geo_Extra,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,Actor2Geo_Extra,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL,Extra60,country,event_category,event_date,goldstein_norm,cameo_weight,mention_norm,preliminary_severity,event_hash,matched_node_id,matched_sector
1307247421,20260603,202606,2026,2026.4192,MEX,MEXICO,MEX,,,,,,,,,,,,,,,,,,0,190,190,19,4,-10.0,1,1,1,-5.0814010853478,4,"Sevina, Michoacáde Ocampo, Mexico",MX,MX16,20887,19.6333,-101.817,-1703108,0,,,,,,,,4,"Sevina, Michoacáde Ocampo, Mexico",MX,MX16,20887.0,19.6333,-101.817,-1703108,20260603120000,https://www.greenleft.org.au/2026/1455/world/mexico-organised-crime-uses-us-bullets-dispossess-indigenous-communities,Mexico,Armed Conflict,2026-06-03,1.0,0.9,0.1003,0.7401,be6f5950bbdc142e463d7429255317b2,,
1307247439,20260603,202606,2026,2026.4192,MIL,CORVETTE,,,,,,MIL,,,RUS,ST PETERSBURG,RUS,,,,,,,,1,194,194,19,4,-10.0,4,1,4,-0.50505050505051,1,Ukraine,UP,UP,,49,32,UP,4,"Kronstadt, Sankt-Peterburg, Russia",RS,RS66,25095,59.9954,29.7667,-2938485,4,"Petersburg, Sankt-Peterburg, Russia",RS,RS66,25095.0,59.8944,30.2642,-2996338,20260603120000,https://en.interfax.com.ua/news/general/1173253.html,Russia,Armed Conflict,2026-06-03,1.0,0.9,0.233,0.7733,6d00d5aab64e7aeba08521d8de2fa6e0,,
1307247441,20260603,202606,2026,2026.4192,MIL,CORVETTE,,,,,,MIL,,,RUS,RUSSIA,RUS,,,,,,,,1,194,194,19,4,-10.0,1,1,1,-0.50505050505051,1,Ukraine,UP,UP,,49,32,UP,4,"Petersburg, Sankt-Peterburg, Russia",RS,RS66,25095,59.8944,30.2642,-2996338,1,Ukraine,UP,UP,,49.0,32,UP,20260603120000,https://en.interfax.com.ua/news/general/1173253.html,Ukraine,Armed Conflict,2026-06-03,1.0,0.9,0.1003,0.7401,da7821e8afc178d1e92bcba01f490183,TN_AGR_UKR,Agri
1307247575,20260603,202606,2026,2026.4192,RUS,RUSSIAN,RUS,,,,,,,,UKRGOV,UKRAINE,UKR,,,,,GOV,,,1,180,180,18,4,-9.0,1,1,1,-6.95249130938586,4,"Kyiv, Kyyiv, Misto, Ukraine",UP,UP12,28554,50.4333,30.5167,-1044367,4,"Kyiv, Kyyiv, Misto, Ukraine",UP,UP12,28554,50.4333,30.5167,-1044367,4,"Moscow, Moskva, Russia",RS,RS48,25106.0,55.7522,37.6156,-2960561,20260603120000,https://japantoday.com/category/world/at-least-22-killed-in-russian-attack-ukrainian-president-says-new-assault-possible,Russia,Armed Assault,2026-06-03,0.95,0.85,0.1003,0.7026,612ea4f5f6ff67ba6b5ce8e45bceee4e,,
1307247610,20260603,202606,2026,2026.4192,UAF,TERRORIST,,,,,,UAF,,,,,,,,,,,,,0,193,193,19,4,-10.0,10,1,10,-0.462962962962969,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,0,,,,,,,,4,"Tehran, Tehran, Iran",IR,IR26,41130.0,35.75,51.5148,10074674,20260603120000,https://aninews.in/news/business/india-us-trade-agreement-99-there-last-1-being-finalized-us-ambassador-sergio-gor20260603163126/,Iran,Armed Conflict,2026-06-03,1.0,0.9,0.3471,0.8018,334119a8cf11181c974b63da16d9e37c,,
1307247714,20260603,202606,2026,2026.4192,USA,CHICAGO,USA,,,,,,,,EDU,STUDENT,,,,,,EDU,,,1,174,174,17,4,-5.0,8,1,8,-0.550964187327819,3,"Chicago, Illinois, United States",US,USIL,IL031,41.85,-87.6501,423587,3,"Chicago, Illinois, United States",US,USIL,IL031,41.85,-87.6501,423587,3,"Chicago, Illinois, United States",US,USIL,,41.85,-87.6501,423587,20260603120000,https://nypost.com/2026/06/03/us-news/chicago-tech-academy-student-tyvion-campbell-kicked-out-of-graduation-ceremony-after-dropping-split-on-stage-report/,United States,Coerce/Sanction,2026-06-03,0.75,0.7,0.318,0.6245,4b27a7eef9cb8e8932cabe04c8a78a71,,
1307247848,20260603,202606,2026,2026.4192,ZAFCOP,LIMPOPO,ZAF,,,,,COP,,,,,,,,,,,,,1,173,173,17,4,-5.0,8,1,8,-10.1910828025477,4,"Maputo, Maputo, Mozambique",MZ,MZ04,41374,-25.9653,32.5892,-319029,0,,,,,,,,4,"Maputo, Maputo, Mozambique",MZ,MZ04,41374.0,-25.9653,32.5892,-319029,20260603120000,https://www.timeslive.co.za/news/south-africa/2026-06-03-sanparks-couple-murder-suspects-arrested/,Mozambique,Coerce/Sanction,2026-06-03,0.75,0.7,0.318,0.6245,4c349c8ab68737efbaf89d8bc3604565,,
1307303551,20260527,202605,2026,2026.4027,GOV,PRESIDENT,,,,,,GOV,,,CVL,IMMIGRANT,,,,,,CVL,,,0,174,174,17,4,-5.0,2,1,2,-2.22222222222223,1,El Salvador,ES,ES,,13.833333,-88.916667,ES,1,El Salvador,ES,ES,,13.833333,-88.916667,ES,1,El Salvador,ES,ES,,13.833333,-88.916667,ES,20260603180000,https://www.inquirer.com/entertainment/media/cbs-60-minutes-scott-pelley-bari-weiss-leslie-stahl-20260603.html,Unknown,Coerce/Sanction,2026-05-27,0.75,0.7,0.159,0.5848,cc36456c74c0de202068a0f09208e664,,
1307303559,20260602,202606,2026,2026.4164,,,,,,,,,,,JUD,DISTRICT COURT,,,,,,JUD,,,0,173,173,17,4,-5.0,10,1,10,-3.06513409961686,0,,,,,,,,4,"Wojciech, Podlaskie, Poland",PL,PL81,24496,53.8646,23.0706,-536072,4,"Wojciech, Podlaskie, Poland",PL,PL81,24496.0,53.8646,23.0706,-536072,20260603180000,https://sligoweekender.ie/2018/05/04/natalias-death-unspeakably-painful/,Poland,Coerce/Sanction,2026-06-02,0.75,0.7,0.3471,0.6318,bbe1a91cc4135725a065c001ee3d3b2d,TN_AGR_POL,Agri
1307303560,20260602,202606,2026,2026.4164,,,,,,,,,,,JUD,DISTRICT COURT,,,,,,JUD,,,0,190,190,19,4,-10.0,10,1,10,-3.06513409961686,0,,,,,,,,4,"Wojciech, Podlaskie, Poland",PL,PL81,24496,53.8646,23.0706,-536072,4,"Wojciech, Podlaskie, Poland",PL,PL81,24496.0,53.8646,23.0706,-536072,20260603180000,https://sligoweekender.ie/2018/05/04/natalias-death-unspeakably-painful/,Poland,Armed Conflict,2026-06-02,1.0,0.9,0.3471,0.8018,0b4f1943a16e84541300482dba7686ae,TN_AGR_POL,Agri
1307303593,20260603,202606,2026,2026.4192,,,,,,,,,,,EDU,STUDENT,,,,,,EDU,,,1,190,190,19,4,-10.0,3,1,3,0.73664825046041,0,,,,,,,,4,"Prince Edward Island, Prince Edward Island, Canada",CA,CA09,12692,46.3333,-63.5,-571727,4,"Prince Edward Island, Prince Edward Island, Canada",CA,CA09,12692.0,46.3333,-63.5,-571727,20260603180000,https://www.cbc.ca/news/canada/prince-edward-island/pei-wildland-firefighters-summer-students-9.7221754,Canada,Armed Conflict,2026-06-03,1.0,0.9,0.2007,0.7652,4c94e53ad941ebf234fece37f68bfb08,,
1307303595,20260603,202606,2026,2026.4192,,,,,,,,,,,EGYMED,EGYPT,EGY,,,,,MED,,,1,170,170,17,4,-7.0,7,1,7,-9.87903225806452,0,,,,,,,,1,Egypt,EG,EG,,27,30,EG,1,Egypt,EG,EG,,27.0,30,EG,20260603180000,https://www.yahoo.com/news/world/articles/disgraceful-egypt-jails-activist-douma-170314356.html,Egypt,Coerce/Sanction,2026-06-03,0.85,0.7,0.301,0.6602,56b11973b173f0a5214c43b33ffa39f1,,
1307303596,20260603,202606,2026,2026.4192,,,,,,,,,,,EGYMED,EGYPT,EGY,,,,,MED,,,1,170,170,17,4,-7.0,1,1,1,-9.87903225806452,0,,,,,,,,1,United States,US,US,,39.828175,-98.5795,US,1,United States,US,US,,39.828175,-98.5795,US,20260603180000,https://www.yahoo.com/news/world/articles/disgraceful-egypt-jails-activist-douma-170314356.html,United States,Coerce/Sanction,2026-06-03,0.85,0.7,0.1003,0.6101,dad1d8b7e55ee23569f01a6eb445b342,,
1307303609,20260603,202606,2026,2026.4192,,,,,,,,,,,GOV,AUTHORITIES,,,,,,GOV,,,0,190,190,19,4,-10.0,1,1,1,-6.9458631256384,0,,,,,,,,4,"Jerusalem, Israel (general), Israel",IS,IS00,18315,31.7667,35.2333,-797092,4,"New Delhi, Delhi, India",IN,IN07,17911.0,28.6,77.2,-2106102,20260603180000,https://www.brandonsun.com/local/2026/06/03/iranian-drone-attacks-hits-kuwait-airport-wounding-people,India,Armed Conflict,2026-06-03,1.0,0.9,0.1003,0.7401,90dba6e121334c1063f8e46df8698b2d,,
1307303686,20260603,202606,2026,2026.4192,,,,,,,,,,,USA,JERSEY,USA,,,,,,,,1,192,192,19,4,-9.5,5,1,5,4.94505494505495,0,,,,,,,,1,Jersey,JE,JE,,49.216667,-2.116667,JE,1,Jersey,JE,JE,,49.216667,-2.116667,JE,20260603180000,https://www.inquirer.com/health/cooper-health-new-gloucester-township-center-20260603.html,United States,Armed Conflict,2026-06-03,0.975,0.9,0.2593,0.7698,6456829b09f972b1377b696c99a91999,,
1307303690,20260603,202606,2026,2026.4192,,,,,,,,,,,USAGOV,OBAMA,USA,,,,,GOV,,,0,190,190,19,4,-10.0,6,1,6,-5.63530037214248,0,,,,,,,,1,Somalia,SO,SO,,6,48,SO,1,Somalia,SO,SO,,6.0,48,SO,20260603180000,https://havanatimes.org/interviews/murder-as-policy-amnesty-int-decries-us-strikes-on-boats/,Somalia,Armed Conflict,2026-06-03,1.0,0.9,0.2817,0.7854,fbd2df4a31514a32a84497dbd83a8ebf,,
1307303692,20260603,202606,2026,2026.4192,,,,,,,,,,,USAGOV,OBAMA,USA,,,,,GOV,,,0,190,190,19,4,-10.0,2,1,2,-5.63530037214248,0,,,,,,,,2,"Virginia, United States",US,USVA,,37.768,-78.2057,VA,1,Yemen,YM,YM,,15.5,47.5,YM,20260603180000,https://havanatimes.org/interviews/murder-as-policy-amnesty-int-decries-us-strikes-on-boats/,Yemen,Armed Conflict,2026-06-03,1.0,0.9,0.159,0.7548,6281a9c29ffec61f8cfc0d6a07519cee,TN_AGR_YEM,Agri
1307303697,20260603,202606,2026,2026.4192,AFG,AFGHANISTAN,AFG,,,,,,,,,,,,,,,,,,0,172,172,17,4,-5.0,4,1,4,-0.60606060606061,4,"Kerala, Konar, Afghanistan",AF,AF34,99934,34.8764,71.1559,-3379923,0,,,,,,,,4,"Kerala, Konar, Afghanistan",AF,AF34,99934.0,34.8764,71.1559,-3379923,20260603180000,https://organiser.org/2026/06/03/356507/politics/islamists-to-launch-keralams-first-sharia-gym-jihad-in-palakkad-no-music-hijab-must-a-taliban-inspired-fitness-club/,Afghanistan,Coerce/Sanction,2026-06-03,0.75,0.7,0.233,0.6033,85e13591a878349ff5005e835400f5bc,TN_AGR_AFG,Agri
1307303704,20260603,202606,2026,2026.4192,ALB,ALBANIA,ALB,,,,,,,,,,,,,,,,,,1,141,141,14,3,-6.5,8,1,8,-3.32805071315372,1,Serbia,RI,RI,,44,21,RI,0,,,,,,,,1,Serbia,RI,RI,,44.0,21,RI,20260603180000,https://www.latimes.com/world-nation/story/2026-06-03/protests-grow-over-trump-family-linked-resort-in-albania,Unknown,Protest/Strike,2026-06-03,0.825,0.5,0.318,0.5845,1ad45fdb102cde972302dea2a5e145f0,,
1307303812,20260603,202606,2026,2026.4192,CANGOV,CANADA,CAN,,,,,GOV,,,,,,,,,,,,,1,174,174,17,4,-5.0,1,1,1,-2.86783042394015,4,"Ottawa, Ontario, Canada",CA,CA08,12755,45.4167,-75.7,-570760,0,,,,,,,,4,"Ottawa, Ontario, Canada",CA,CA08,12755.0,45.4167,-75.7,-570760,20260603180000,https://www.theglobeandmail.com/opinion/article-51st-state-donald-trump-pete-hoekstra/,Canada,Coerce/Sanction,2026-06-03,0.75,0.7,0.1003,0.5701,a54a020aec24634126cf348b0b066746,,
1307303855,20260603,202606,2026,2026.4192,COP,POLICE,,,,,,COP,,,,,,,,,,,,,0,192,192,19,4,-9.5,6,1,6,-8.8659793814433,4,"Hazira, Haryana, India",IN,IN10,70238,29.3167,75.0833,-2097381,0,,,,,,,,4,"Hazira, Haryana, India",IN,IN10,70238.0,29.3167,75.0833,-2097381,20260603180000,https://www.newkerala.com/news/a/gujarat-77-arrested-rs-2385-cr-cyber-fraud-847.htm,India,Armed Conflict,2026-06-03,0.975,0.9,0.2817,0.7754,79e087975e23f8485bddcdf6f3524379,,
1307303908,20260603,202606,2026,2026.4192,CVL,SETTLEMENT,,,,,,CVL,,,,,,,,,,,,,0,172,172,17,4,-5.0,10,1,10,-2.31839258114374,1,Portugal,PO,PO,,39.5,-8,PO,0,,,,,,,,1,Portugal,PO,PO,,39.5,-8,PO,20260603180000,https://havanatimes.org/news/international-news-briefs-for-wednesday-june-3-2026/,Portugal,Coerce/Sanction,2026-06-03,0.75,0.7,0.3471,0.6318,e71a53a7fcb7139beb6c48bf54889c7a,TN_AGR_POR,Agri
1307303918,20260603,202606,2026,2026.4192,CVL,CIVILIAN,,,,,,CVL,,,OPP,PRISONER,,,,,,OPP,,,0,190,190,19,4,-10.0,4,1,4,-1.62953532781667,1,Poland,PL,PL,,52,20,PL,1,Poland,PL,PL,,52,20,PL,1,Poland,PL,PL,,52.0,20,PL,20260603180000,https://consortiumnews.com/2026/06/03/hedges-report-on-mutual-aid-palaces-of-the-crow/,Poland,Armed Conflict,2026-06-03,1.0,0.9,0.233,0.7733,8c477233fa6b3dca1568862828c256d3,TN_AGR_POL,Agri
1307303980,20260603,202606,2026,2026.4192,EGY,EGYPTIAN,EGY,,,,,,,,OPP,ACTIVIST,,,,,,OPP,,,1,173,173,17,4,-5.0,10,1,10,-9.87903225806452,1,Egypt,EG,EG,,27,30,EG,1,Egypt,EG,EG,,27,30,EG,1,Egypt,EG,EG,,27.0,30,EG,20260603180000,https://www.yahoo.com/news/world/articles/disgraceful-egypt-jails-activist-douma-170314356.html,Egypt,Coerce/Sanction,2026-06-03,0.75,0.7,0.3471,0.6318,61792cee39a3d192dbec52098dc08464,,
1307304060,20260603,202606,2026,2026.4192,GOV,GOVERNMENT,,,,,,GOV,,,,,,,,,,,,,0,0234,023,02,1,3.4,5,1,5,-0.55710306406685,4,"Kolkata, West Bengal, India",IN,IN28,70294,22.5697,88.3697,-2092511,0,,,,,,,,4,"Kolkata, West Bengal, India",IN,IN28,70294.0,22.5697,88.3697,-2092511,20260603180000,https://organiser.org/2026/06/03/356476/bharat/west-bengal-madrasas-sing-vande-mataram-1600-madrasas-comply-with-state-govt-order-despite-opposition-criticism/,India,Natural Disaster,2026-06-03,0.33,0.75,0.2593,0.4593,7389b3a4ce120ee389ac86b91a776dc6,,
1307304088,20260603,202606,2026,2026.4192,GOV,AUTHORITIES,,,,,,GOV,,,,,,,,,,,,,1,171,171,17,4,-9.2,3,1,3,-13.7339055793991,2,"Texas, United States",US,USTX,,31.106,-97.6475,TX,0,,,,,,,,2,"Texas, United States",US,USTX,,31.106,-97.6475,TX,20260603180000,https://ottawasun.com/entertainment/celebrity/actor-nick-pasqual-how-i-met-your-mother-sentenced-stabbing,United States,Coerce/Sanction,2026-06-03,0.96,0.7,0.2007,0.6792,8d02a7e97c10d7561ebb2d21d520db25,,
1307304193,20260603,202606,2026,2026.4192,HLH,HOSPITAL,,,,,,HLH,,,,,,,,,,,,,1,170,170,17,4,-7.0,5,1,5,2.30547550432276,1,India,IN,IN,,20,77,IN,0,,,,,,,,1,India,IN,IN,,20.0,77,IN,20260603180000,https://www.equitybulls.com/category.php?id=371563,India,Coerce/Sanction,2026-06-03,0.85,0.7,0.2593,0.6498,3dc1e2a43c6f9ec5e480b07a20421b53,,
1307304204,20260603,202606,2026,2026.4192,IGOUNO,THE UN,,UNO,,,,IGO,,,LBN,LEBANON,LBN,,,,,,,,0,0234,023,02,1,3.4,3,1,3,-6.67574931880109,4,"Tel Aviv, Tel Aviv, Israel",IS,IS05,18316,32.0667,34.7667,-781545,4,"Beirut, Beyrouth, Lebanon",LE,LE04,18808,33.8719,35.5097,-801546,4,"Tel Aviv, Tel Aviv, Israel",IS,IS05,18316.0,32.0667,34.7667,-781545,20260603180000,"https://www.presstv.ir/Detail/2026/06/03/769773/Six-killed-in-Israeli-strikes-on-southern-Lebanon,-near-Beirut-despite-Trump-s-truce-assertions-",Israel,Natural Disaster,2026-06-03,0.33,0.75,0.2007,0.4447,2a77567a0b9fb70bafe4b33fece07b5c,TN_AGR_ISR,Agri
1307304205,20260603,202606,2026,2026.4192,IGOUNO,THE UN,,UNO,,,,IGO,,,LBN,LEBANON,LBN,,,,,,,,0,0234,023,02,1,3.4,7,1,7,-6.67574931880109,4,"Beirut, Beyrouth, Lebanon",LE,LE04,18808,33.8719,35.5097,-801546,4,"Beirut, Beyrouth, Lebanon",LE,LE04,18808,33.8719,35.5097,-801546,4,"Beirut, Beyrouth, Lebanon",LE,LE04,18808.0,33.8719,35.5097,-801546,20260603180000,"https://www.presstv.ir/Detail/2026/06/03/769773/Six-killed-in-Israeli-strikes-on-southern-Lebanon,-near-Beirut-despite-Trump-s-truce-assertions-",Lebanon,Natural Disaster,2026-06-03,0.33,0.75,0.301,0.4697,27d07cf3cb403a1c74e303f77c246ace,TN_AGR_LEB,Agri
1307304213,20260603,202606,2026,2026.4192,IND,LUDHIANA,IND,,,,,,,,,,,,,,,,,,1,180,180,18,4,-9.0,1,1,1,-18.005540166205,4,"Ludhiana, Punjab, India",IN,IN23,17830,30.9,75.85,-2102840,0,,,,,,,,4,"Ludhiana, Punjab, India",IN,IN23,17830.0,30.9,75.85,-2102840,20260603180000,https://www.hindustantimes.com/cities/chandigarh-news/ludhiana-scrap-dealer-refuses-extortion-demand-suffers-fractures-in-assault-several-booked-101780507786417.html,India,Armed Assault,2026-06-03,0.95,0.85,0.1003,0.7026,736395a7b9bdc807b2f306a62726f2be,,
1307304246,20260603,202606,2026,2026.4192,IRL,IRISH,IRL,,,,,,,,,,,,,,,,,,1,193,193,19,4,-10.0,6,1,6,3.41880341880342,1,Germany,GM,GM,,51.5,10.5,GM,0,,,,,,,,1,Ireland,EI,EI,,53.0,-8,EI,20260603180000,https://sligoweekender.ie/2016/10/27/saint-sister-special-guests-rodrigo-y-gabriela/,Ireland,Armed Conflict,2026-06-03,1.0,0.9,0.2817,0.7854,ae3ef22ceb155b060858d693f7e5d19d,TN_AGR_IRE,Agri
1307304247,20260603,202606,2026,2026.4192,IRL,IRISH,IRL,,,,,,,,,,,,,,,,,,1,193,193,19,4,-10.0,2,1,2,3.41880341880342,1,Germany,GM,GM,,51.5,10.5,GM,0,,,,,,,,1,Germany,GM,GM,,51.5,10.5,GM,20260603180000,https://sligoweekender.ie/2016/10/27/saint-sister-special-guests-rodrigo-y-gabriela/,Germany,Armed Conflict,2026-06-03,1.0,0.9,0.159,0.7548,09a2e47c3731806e417ca7d63852dc1e,TN_AGR_GER,Agri
1307304256,20260603,202606,2026,2026.4192,IRN,IRAN,IRN,,,,,,,,,,,,,,,,,,1,194,194,19,4,-10.0,6,1,6,-2.31839258114374,1,Iraq,IZ,IZ,,33,44,IZ,0,,,,,,,,1,Iraq,IZ,IZ,,33.0,44,IZ,20260603180000,https://havanatimes.org/news/international-news-briefs-for-wednesday-june-3-2026/,Iraq,Armed Conflict,2026-06-03,1.0,0.9,0.2817,0.7854,f70f3c966c1cdbfde046625064311725,TN_AGR_IRA,Agri
1307304262,20260603,202606,2026,2026.4192,IRN,IRAN,IRN,,,,,,,,GOV,PRESIDENT,,,,,,GOV,,,0,190,190,19,4,-10.0,2,1,2,-5.74127906976744,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,1,Venezuela,VE,VE,,8,-66,VE,1,Venezuela,VE,VE,,8.0,-66,VE,20260603180000,https://www.inquirer.com/news/nation-world/trump-iran-strait-hormuz-warnings-blunder-war-games-20260603.html,Venezuela,Armed Conflict,2026-06-03,1.0,0.9,0.159,0.7548,81e4af9fa971d22fe616bb1e87c69d23,,
1307304306,20260603,202606,2026,2026.4192,ISR,ISRAEL,ISR,,,,,,,,,,,,,,,,,,0,186,186,18,4,-10.0,2,1,2,-0.63492063492064,3,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,0,,,,,,,,1,France,FR,FR,,46.0,2,FR,20260603180000,https://www.independent.co.uk/news/world/europe/russia-davos-putin-economic-forum-b2988901.html,France,Armed Assault,2026-06-03,1.0,0.85,0.159,0.7372,93c60249dcec61ad0a735fa486f9ba9d,TN_AGR_FRA,Agri
1307304307,20260603,202606,2026,2026.4192,ISR,ISRAEL,ISR,,,,,,,,,,,,,,,,,,0,186,186,18,4,-10.0,8,1,8,-0.63492063492064,1,Israel,IS,IS,,31.5,34.75,IS,0,,,,,,,,1,Israel,IS,IS,,31.5,34.75,IS,20260603180000,https://www.independent.co.uk/news/world/europe/russia-davos-putin-economic-forum-b2988901.html,Israel,Armed Assault,2026-06-03,1.0,0.85,0.318,0.777,91d2e0a736e0c423c40c781d5e5a84bc,TN_AGR_ISR,Agri
1307304329,20260603,202606,2026,2026.4192,ISRMIL,ISRAEL,ISR,,,,,MIL,,,ISR,ISRAEL,ISR,,,,,,,,1,193,193,19,4,-10.0,8,1,8,-8.38150289017345,4,"Gaza, Israel (general), Israel",IS,IS00,18315,31.4167,34.3333,-797156,4,"Gaza, Israel (general), Israel",IS,IS00,18315,31.4167,34.3333,-797156,4,"Gaza, Israel (general), Israel",IS,IS00,18315.0,31.4167,34.3333,-797156,20260603180000,https://www.presstv.ir/Detail/2026/06/03/769779/deadliest-month-2026-Gaza-Israel-attacks,Israel,Armed Conflict,2026-06-03,1.0,0.9,0.318,0.7945,f28e1c273452f2322cac0689b47304e3,TN_AGR_ISR,Agri
1307304366,20260603,202606,2026,2026.4192,JUD,LAWYER,,,,,,JUD,,,GOV,PRESIDENT,,,,,,GOV,,,0,190,190,19,4,-10.0,2,1,2,-2.31839258114374,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,1,Portugal,PO,PO,,39.5,-8,PO,20260603180000,https://havanatimes.org/news/international-news-briefs-for-wednesday-june-3-2026/,Portugal,Armed Conflict,2026-06-03,1.0,0.9,0.159,0.7548,3988733825542431802a49885b74d572,TN_AGR_POR,Agri
1307304370,20260603,202606,2026,2026.4192,JUD,DISTRICT COURT,,,,,,JUD,,,POL,POLAND,POL,,,,,,,,1,173,173,17,4,-5.0,3,1,3,-3.06513409961686,4,"Wojciech, Podlaskie, Poland",PL,PL81,24496,53.8646,23.0706,-536072,4,"Wojciech, Podlaskie, Poland",PL,PL81,24496,53.8646,23.0706,-536072,4,"Wojciech, Podlaskie, Poland",PL,PL81,24496.0,53.8646,23.0706,-536072,20260603180000,https://sligoweekender.ie/2018/05/04/natalias-death-unspeakably-painful/,Poland,Coerce/Sanction,2026-06-03,0.75,0.7,0.2007,0.5952,6b9491b5d98a49e0371a89d1a7e38755,TN_AGR_POL,Agri
1307304410,20260603,202606,2026,2026.4192,LBN,TYRE,LBN,,,,,,,,ISR,ISRAEL,ISR,,,,,,,,1,182,182,18,4,-9.5,1,1,1,-6.67574931880109,4,"Beirut, Beyrouth, Lebanon",LE,LE04,18808,33.8719,35.5097,-801546,4,"Tel Aviv, Tel Aviv, Israel",IS,IS05,18316,32.0667,34.7667,-781545,4,"Beirut, Beyrouth, Lebanon",LE,LE04,18808.0,33.8719,35.5097,-801546,20260603180000,"https://www.presstv.ir/Detail/2026/06/03/769773/Six-killed-in-Israeli-strikes-on-southern-Lebanon,-near-Beirut-despite-Trump-s-truce-assertions-",Lebanon,Armed Assault,2026-06-03,0.975,0.85,0.1003,0.7126,d6a59da9ba6de6cb6b494022388c0e74,TN_AGR_LEB,Agri
1307304529,20260603,202606,2026,2026.4192,NGA,NIGERIA,NGA,,,,,,,,EDU,STUDENT,,,,,,EDU,,,1,182,182,18,4,-9.5,6,1,6,-3.7914691943128,5,"Kogi State, Kogi, Nigeria",NI,NI41,191205,7.75,6.75,9153500,5,"Kogi State, Kogi, Nigeria",NI,NI41,191205,7.75,6.75,9153500,5,"Kogi State, Kogi, Nigeria",NI,NI41,191205.0,7.75,6.75,9153500,20260603180000,https://dailypost.ng/2026/06/03/final-year-kogi-varsity-student-found-dead-by-roadside-in-lokoja/,Nigeria,Armed Assault,2026-06-03,0.975,0.85,0.2817,0.7579,b89c386796bccbc1d182e9171077b1cf,,
1307304543,20260603,202606,2026,2026.4192,NLD,DUTCH,NLD,,,,,,,,DEU,GERMAN,DEU,,,,,,,,0,1712,171,17,4,-9.2,1,1,1,-0.9814612868048,4,"Warsaw, (PL67), Poland",PL,PL67,24452,52.25,21,-534433,4,"Warsaw, (PL67), Poland",PL,PL67,24452,52.25,21,-534433,4,"Warsaw, (PL67), Poland",PL,PL67,24452.0,52.25,21,-534433,20260603180000,https://www.winnipegfreepress.com/world/2026/06/03/poland-and-lithuania-confirm-exploring-a-bigger-role-in-nuclear-deterrence,Poland,Coerce/Sanction,2026-06-03,0.96,0.7,0.1003,0.6541,e7b206d5e94876357f596d0d2038fb05,TN_AGR_POL,Agri
1307304544,20260603,202606,2026,2026.4192,NLD,DUTCH,NLD,,,,,,,,DEU,GERMAN,DEU,,,,,,,,0,1712,171,17,4,-9.2,2,2,2,-1.06981981981982,1,Netherlands,NL,NL,,52.5,5.75,NL,4,"Warsaw, (PL67), Poland",PL,PL67,24452,52.25,21,-534433,1,Netherlands,NL,NL,,52.5,5.75,NL,20260603180000,https://www.news4jax.com/news/world/2026/06/03/poland-and-lithuania-confirm-exploring-a-bigger-role-in-nuclear-deterrence/,Netherlands,Coerce/Sanction,2026-06-03,0.96,0.7,0.159,0.6688,96e2fdccb0c2b43776620ab00924aed3,,
1307304570,20260603,202606,2026,2026.4192,POL,POLISH,POL,,,,,,,,POLCVL,POLAND,POL,,,,,CVL,,,0,190,190,19,4,-10.0,1,1,1,-2.30769230769231,1,Armenia,AM,AM,,40,45,AM,1,Armenia,AM,AM,,40,45,AM,1,Armenia,AM,AM,,40.0,45,AM,20260603180000,http://www.europesun.com/news/279100145/is-hungary-about-to-give-ukraine-the-eu-green-light,Poland,Armed Conflict,2026-06-03,1.0,0.9,0.1003,0.7401,4ab9ec9a42799dbe3ee56b4a03de3dfe,TN_AGR_POL,Agri
