node_id,snapshot_date,disruption_prob,severity_pred,risk_tier,country,sector,commodity,static_risk_score,lat,lon,insight_text
TN_MAN_POR,2026-06-08,0.3007,4.0,Medium,Portugal,Manufacturing,Manufacturing,0.235,,,
TN_MAN_SRI,2026-06-08,0.3007,4.0,Medium,Sri Lanka,Manufacturing,Manufacturing,0.3964,,,
TN_MAN_TÜR,2026-06-08,0.3007,4.0,Medium,Türkiye,Manufacturing,Manufacturing,0.356,,,
TN_MAN_AFG,2026-06-08,0.3007,4.0,Medium,Afghanistan,Manufacturing,Manufacturing,0.4372,,,
TN_MAN_ALB,2026-06-08,0.3007,4.0,Medium,Albania,Manufacturing,Manufacturing,0.3126,,,
TN_MAN_AME,2026-06-08,0.3007,4.0,Medium,American Samoa,Manufacturing,Manufacturing,0.3559,,,
TN_MAN_AND,2026-06-08,0.3007,4.0,Medium,Andorra,Manufacturing,Manufacturing,0.3559,,,
TN_MAN_ARM,2026-06-08,0.3007,4.0,Medium,Armenia,Manufacturing,Manufacturing,0.3394,,,
TN_MAN_AZE,2026-06-08,0.3007,4.0,Medium,Azerbaijan,Manufacturing,Manufacturing,0.3524,,,
TN_MAN_BAH,2026-06-08,0.3007,4.0,Medium,Bahrain,Manufacturing,Manufacturing,0.3334,,,
TN_MAN_BHU,2026-06-08,0.3007,4.0,Medium,Bhutan,Manufacturing,Manufacturing,0.3366,,,
TN_MAN_BOS,2026-06-08,0.3007,4.0,Medium,Bosnia and Herzegovina,Manufacturing,Manufacturing,0.3514,,,
TN_MAN_BRU,2026-06-08,0.3007,4.0,Medium,Brunei Darussalam,Manufacturing,Manufacturing,0.3074,,,
TN_MAN_BUL,2026-06-08,0.3007,4.0,Medium,Bulgaria,Manufacturing,Manufacturing,0.3002,,,
TN_MAN_CAM,2026-06-08,0.3007,4.0,Medium,Cambodia,Manufacturing,Manufacturing,0.3714,,,
TN_MAN_CHR,2026-06-08,0.3007,4.0,Medium,Christmas Island,Manufacturing,Manufacturing,0.3559,,,
TN_MAN_COC,2026-06-08,0.3007,4.0,Medium,Cocos (Keeling) Islands,Manufacturing,Manufacturing,0.3559,,,
TN_MAN_COO,2026-06-08,0.3007,4.0,Medium,Cook Islands,Manufacturing,Manufacturing,0.3559,,,
TN_MAN_CRO,2026-06-08,0.3007,4.0,Medium,Croatia,Manufacturing,Manufacturing,0.2924,,,
TN_MAN_CYP,2026-06-08,0.3007,4.0,Medium,Cyprus,Manufacturing,Manufacturing,0.3132,,,
TN_MAN_DEM,2026-06-08,0.3007,4.0,Medium,Democratic People's Republic of Korea,Manufacturing,Manufacturing,0.3559,,,
TN_MAN_EST,2026-06-08,0.3007,4.0,Medium,Estonia,Manufacturing,Manufacturing,0.2672,,,
TN_MAN_FAR,2026-06-08,0.3007,4.0,Medium,Faroe Islands,Manufacturing,Manufacturing,0.3559,,,
TN_MAN_FIJ,2026-06-08,0.3007,4.0,Medium,Fiji,Manufacturing,Manufacturing,0.3462,,,
TN_MAN_FRE,2026-06-08,0.3007,4.0,Medium,French Polynesia,Manufacturing,Manufacturing,0.3559,,,
TN_MAN_GEO,2026-06-08,0.3007,4.0,Medium,Georgia,Manufacturing,Manufacturing,0.3504,,,
TN_MAN_GIB,2026-06-08,0.3007,4.0,Medium,Gibraltar,Manufacturing,Manufacturing,0.3559,,,
TN_MAN_GRE,2026-06-08,0.3007,4.0,Medium,Greece,Manufacturing,Manufacturing,0.3084,,,
TN_MAN_GUA,2026-06-08,0.3007,4.0,Medium,Guam,Manufacturing,Manufacturing,0.3559,,,
TN_MAN_GUE,2026-06-08,0.3007,4.0,Medium,Guernsey,Manufacturing,Manufacturing,0.3559,,,
TN_MAN_HEA,2026-06-08,0.3007,4.0,Medium,Heard Island and McDonald Islands,Manufacturing,Manufacturing,0.3559,,,
TN_MAN_HOL,2026-06-08,0.3007,4.0,Medium,Holy See(Vatican City),Manufacturing,Manufacturing,0.3559,,,
TN_MAN_ICE,2026-06-08,0.3007,4.0,Medium,Iceland,Manufacturing,Manufacturing,0.2099,,,
TN_MAN_IRA,2026-06-08,0.3007,4.0,Medium,Iraq,Manufacturing,Manufacturing,0.3992,,,
TN_MAN_ISL,2026-06-08,0.3007,4.0,Medium,Islamic Republic of Iran,Manufacturing,Manufacturing,0.3559,,,
TN_MAN_JOR,2026-06-08,0.3007,4.0,Medium,Jordan,Manufacturing,Manufacturing,0.3599,,,
TN_MAN_KAZ,2026-06-08,0.3007,4.0,Medium,Kazakhstan,Manufacturing,Manufacturing,0.3222,,,
TN_MAN_KUW,2026-06-08,0.3007,4.0,Medium,Kuwait,Manufacturing,Manufacturing,0.2987,,,
TN_MAN_KYR,2026-06-08,0.3007,4.0,Medium,Kyrgyzstan,Manufacturing,Manufacturing,0.3559,,,
TN_MAN_LAO,2026-06-08,0.3007,4.0,Medium,Lao People's Democratic Republic,Manufacturing,Manufacturing,0.3559,,,
TN_MAN_LAT,2026-06-08,0.3007,4.0,Medium,Latvia,Manufacturing,Manufacturing,0.2789,,,
TN_MAN_LEB,2026-06-08,0.3007,4.0,Medium,Lebanon,Manufacturing,Manufacturing,0.4002,,,
TN_MAN_LIE,2026-06-08,0.3007,4.0,Medium,Liechtenstein,Manufacturing,Manufacturing,0.3559,,,
TN_MAN_LIT,2026-06-08,0.3007,4.0,Medium,Lithuania,Manufacturing,Manufacturing,0.2692,,,
TN_MAN_MAC,2026-06-08,0.3007,4.0,Medium,Macao,Manufacturing,Manufacturing,0.3559,,,
TN_MAN_MAR,2026-06-08,0.3007,4.0,Medium,Marshall Islands,Manufacturing,Manufacturing,0.3559,,,
TN_MAN_MON,2026-06-08,0.3007,4.0,Medium,Monaco,Manufacturing,Manufacturing,0.3559,,,
TN_MAN_MYA,2026-06-08,0.3007,4.0,Medium,Myanmar,Manufacturing,Manufacturing,0.4212,,,
TN_MAN_NAU,2026-06-08,0.3007,4.0,Medium,Nauru,Manufacturing,Manufacturing,0.3559,,,
TN_MAN_NEP,2026-06-08,0.3007,4.0,Medium,Nepal,Manufacturing,Manufacturing,0.3712,,,
TN_MAN_NET,2026-06-08,0.3007,4.0,Medium,Netherlands Antilles,Manufacturing,Manufacturing,0.3559,,,
TN_MAN_NIU,2026-06-08,0.3007,4.0,Medium,Niue,Manufacturing,Manufacturing,0.3559,,,
TN_MAN_PAK,2026-06-08,0.3007,4.0,Medium,Pakistan,Manufacturing,Manufacturing,0.3954,,,
TN_MAN_PAL,2026-06-08,0.3007,4.0,Medium,Palau,Manufacturing,Manufacturing,0.3559,,,
TN_MAN_PAP,2026-06-08,0.3007,4.0,Medium,Papua New Guinea,Manufacturing,Manufacturing,0.3659,,,
TN_MAN_QAT,2026-06-08,0.3007,4.0,Medium,Qatar,Manufacturing,Manufacturing,0.2719,,,
TN_MAN_SAM,2026-06-08,0.3007,4.0,Medium,Samoa,Manufacturing,Manufacturing,0.3334,,,
TN_MAN_SAN,2026-06-08,0.3007,4.0,Medium,San Marino,Manufacturing,Manufacturing,0.3559,,,
TN_MAN_SER,2026-06-08,0.3007,4.0,Medium,Serbia and Montenegro,Manufacturing,Manufacturing,0.3559,,,
TN_MAN_SOL,2026-06-08,0.3007,4.0,Medium,Solomon Islands,Manufacturing,Manufacturing,0.3697,,,
TN_MAN_SYR,2026-06-08,0.3007,4.0,Medium,Syrian Arab Republic,Manufacturing,Manufacturing,0.3559,,,
TN_MAN_TAJ,2026-06-08,0.3007,4.0,Medium,Tajikistan,Manufacturing,Manufacturing,0.3561,,,
TN_MAN_TIM,2026-06-08,0.3007,4.0,Medium,Timor-Leste,Manufacturing,Manufacturing,0.3644,,,
TN_MAN_TOK,2026-06-08,0.3007,4.0,Medium,Tokelau,Manufacturing,Manufacturing,0.3559,,,
TN_MAN_TON,2026-06-08,0.3007,4.0,Medium,Tonga,Manufacturing,Manufacturing,0.3559,,,
TN_MAN_TUV,2026-06-08,0.3007,4.0,Medium,Tuvalu,Manufacturing,Manufacturing,0.3559,,,
TN_MAN_UZB,2026-06-08,0.3007,4.0,Medium,Uzbekistan,Manufacturing,Manufacturing,0.3377,,,
TN_MAN_VAN,2026-06-08,0.3007,4.0,Medium,Vanuatu,Manufacturing,Manufacturing,0.3559,,,
TN_MAN_WAL,2026-06-08,0.3007,4.0,Medium,Wallis and Futuna,Manufacturing,Manufacturing,0.3559,,,
TN_MAN_YEM,2026-06-08,0.3007,4.0,Medium,Yemen,Manufacturing,Manufacturing,0.4429,,,
TN_MET_CHI,2026-06-08,0.3007,4.0,Medium,China,Metals & Mining,Metals & Mining,0.359,,,
TN_MET_IND,2026-06-08,0.3007,4.0,Medium,Indonesia,Metals & Mining,Metals & Mining,0.3034,,,
TN_MET_REP,2026-06-08,0.3007,4.0,Medium,Republic of Korea,Metals & Mining,Metals & Mining,0.3223,,,
TN_MET_MAL,2026-06-08,0.3007,4.0,Medium,Maldives,Metals & Mining,Metals & Mining,0.2878,,,
TN_MET_JAP,2026-06-08,0.3007,4.0,Medium,Japan,Metals & Mining,Metals & Mining,0.2126,,,
TN_MET_SAU,2026-06-08,0.3007,4.0,Medium,Saudi Arabia,Metals & Mining,Metals & Mining,0.2988,,,
TN_MET_UNI,2026-06-08,0.3007,4.0,Medium,United Kingdom of Great Britain and Northern Ireland,Metals & Mining,Metals & Mining,0.3178,,,
TN_MET_AUS,2026-06-08,0.3007,4.0,Medium,Austria,Metals & Mining,Metals & Mining,0.1917,,,
TN_MET_GER,2026-06-08,0.3007,4.0,Medium,Germany,Metals & Mining,Metals & Mining,0.1941,,,
TN_MET_VIE,2026-06-08,0.3007,4.0,Medium,Viet Nam,Metals & Mining,Metals & Mining,0.3178,,,
TN_MET_THA,2026-06-08,0.3007,4.0,Medium,Thailand,Metals & Mining,Metals & Mining,0.3025,,,
TN_MET_SIN,2026-06-08,0.3007,4.0,Medium,Singapore,Metals & Mining,Metals & Mining,0.1959,,,
TN_MET_KIN,2026-06-08,0.3007,4.0,Medium,Kingdom of the Netherlands,Metals & Mining,Metals & Mining,0.3167,,,
TN_MET_BEL,2026-06-08,0.3007,4.0,Medium,Belarus,Metals & Mining,Metals & Mining,0.3052,,,
TN_MET_ITA,2026-06-08,0.3007,4.0,Medium,Italy,Metals & Mining,Metals & Mining,0.2379,,,
TN_MET_RUS,2026-06-08,0.3007,4.0,Medium,Russian Federation,Metals & Mining,Metals & Mining,0.3166,,,
TN_MET_TAI,2026-06-08,0.3007,4.0,Medium,"Taiwan, Province of China",Metals & Mining,Metals & Mining,0.3165,,,
TN_MET_FRA,2026-06-08,0.3007,4.0,Medium,France,Metals & Mining,Metals & Mining,0.2032,,,
TN_MET_HON,2026-06-08,0.3007,4.0,Medium,Hong Kong,Metals & Mining,Metals & Mining,0.2811,,,
TN_MET_UKR,2026-06-08,0.3007,4.0,Medium,Ukraine,Metals & Mining,Metals & Mining,0.3709,,,
TN_MET_BAH,2026-06-08,0.3007,4.0,Medium,Bahrain,Metals & Mining,Metals & Mining,0.2938,,,
TN_MET_SWE,2026-06-08,0.3007,4.0,Medium,Sweden,Metals & Mining,Metals & Mining,0.1826,,,
TN_MET_OMA,2026-06-08,0.3007,4.0,Medium,Oman,Metals & Mining,Metals & Mining,0.2527,,,
TN_MET_BAN,2026-06-08,0.3007,4.0,Medium,Bangladesh,Metals & Mining,Metals & Mining,0.3439,,,
TN_MET_BHU,2026-06-08,0.3007,4.0,Medium,Bhutan,Metals & Mining,Metals & Mining,0.2968,,,
TN_MET_KUW,2026-06-08,0.3007,4.0,Medium,Kuwait,Metals & Mining,Metals & Mining,0.2589,,,
TN_MET_QAT,2026-06-08,0.3007,4.0,Medium,Qatar,Metals & Mining,Metals & Mining,0.2321,,,
TN_MET_SPA,2026-06-08,0.3007,4.0,Medium,Spain,Metals & Mining,Metals & Mining,0.2396,,,
TN_MET_POL,2026-06-08,0.3007,4.0,Medium,Poland,Metals & Mining,Metals & Mining,0.2438,,,
TN_MET_TUR,2026-06-08,0.3007,4.0,Medium,Turkey,Metals & Mining,Metals & Mining,0.3338,,,
TN_MET_PHI,2026-06-08,0.3007,4.0,Medium,Philippines,Metals & Mining,Metals & Mining,0.3252,,,
TN_MET_SWI,2026-06-08,0.3007,4.0,Medium,Switzerland,Metals & Mining,Metals & Mining,0.1752,,,
TN_MET_DEN,2026-06-08,0.3007,4.0,Medium,Denmark,Metals & Mining,Metals & Mining,0.1754,,,
TN_MET_FIN,2026-06-08,0.3007,4.0,Medium,Finland,Metals & Mining,Metals & Mining,0.1706,,,
TN_MET_ISR,2026-06-08,0.3007,4.0,Medium,Israel,Metals & Mining,Metals & Mining,0.2409,,,
TN_MET_NEP,2026-06-08,0.3007,4.0,Medium,Nepal,Metals & Mining,Metals & Mining,0.3312,,,
TN_MET_NEW,2026-06-08,0.3007,4.0,Medium,New Caledonia,Metals & Mining,Metals & Mining,0.3158,,,
TN_MET_NOR,2026-06-08,0.3007,4.0,Medium,North Macedonia,Metals & Mining,Metals & Mining,0.3158,,,
TN_MET_PAP,2026-06-08,0.3007,4.0,Medium,Papua New Guinea,Metals & Mining,Metals & Mining,0.3259,,,
TN_MET_GRE,2026-06-08,0.3007,4.0,Medium,Greece,Metals & Mining,Metals & Mining,0.2684,,,
TN_MET_KAZ,2026-06-08,0.3007,4.0,Medium,Kazakhstan,Metals & Mining,Metals & Mining,0.2821,,,
TN_MET_MYA,2026-06-08,0.3007,4.0,Medium,Myanmar,Metals & Mining,Metals & Mining,0.3811,,,
TN_MET_PAK,2026-06-08,0.3007,4.0,Medium,Pakistan,Metals & Mining,Metals & Mining,0.3553,,,
TN_MET_ROM,2026-06-08,0.3007,4.0,Medium,Romania,Metals & Mining,Metals & Mining,0.2631,,,
TN_MET_SLO,2026-06-08,0.3007,4.0,Medium,Slovakia,Metals & Mining,Metals & Mining,0.3157,,,
TN_MET_SRI,2026-06-08,0.3007,4.0,Medium,Sri Lanka,Metals & Mining,Metals & Mining,0.3563,,,
TN_MET_YEM,2026-06-08,0.3007,4.0,Medium,Yemen,Metals & Mining,Metals & Mining,0.4028,,,
TN_MET_ALB,2026-06-08,0.3007,4.0,Medium,Albania,Metals & Mining,Metals & Mining,0.2725,,,
TN_MET_BUL,2026-06-08,0.3007,4.0,Medium,Bulgaria,Metals & Mining,Metals & Mining,0.26,,,
TN_MET_CYP,2026-06-08,0.3007,4.0,Medium,Cyprus,Metals & Mining,Metals & Mining,0.273,,,
TN_MET_CZE,2026-06-08,0.3007,4.0,Medium,Czechia,Metals & Mining,Metals & Mining,0.3158,,,
TN_MET_GEO,2026-06-08,0.3007,4.0,Medium,Georgia,Metals & Mining,Metals & Mining,0.3103,,,
TN_MET_IRE,2026-06-08,0.3007,4.0,Medium,Ireland,Metals & Mining,Metals & Mining,0.1793,,,
TN_MET_ISL,2026-06-08,0.3007,4.0,Medium,Islamic Republic of Iran,Metals & Mining,Metals & Mining,0.3158,,,
TN_MET_JOR,2026-06-08,0.3007,4.0,Medium,Jordan,Metals & Mining,Metals & Mining,0.3198,,,
TN_MET_LAO,2026-06-08,0.3007,4.0,Medium,Lao People's Democratic Republic,Metals & Mining,Metals & Mining,0.3158,,,
TN_MET_LAT,2026-06-08,0.3007,4.0,Medium,Latvia,Metals & Mining,Metals & Mining,0.2388,,,
TN_MET_LEB,2026-06-08,0.3007,4.0,Medium,Lebanon,Metals & Mining,Metals & Mining,0.36,,,
TN_MET_LIT,2026-06-08,0.3007,4.0,Medium,Lithuania,Metals & Mining,Metals & Mining,0.229,,,
TN_MET_LUX,2026-06-08,0.3007,4.0,Medium,Luxembourg,Metals & Mining,Metals & Mining,0.1793,,,
TN_MET_POR,2026-06-08,0.3007,4.0,Medium,Portugal,Metals & Mining,Metals & Mining,0.1948,,,
TN_MET_AFG,2026-06-08,0.3007,4.0,Medium,Afghanistan,Metals & Mining,Metals & Mining,0.397,,,
TN_MET_AME,2026-06-08,0.3007,4.0,Medium,American Samoa,Metals & Mining,Metals & Mining,0.3157,,,
TN_MET_AND,2026-06-08,0.3007,4.0,Medium,Andorra,Metals & Mining,Metals & Mining,0.3157,,,
TN_MET_ARM,2026-06-08,0.3007,4.0,Medium,Armenia,Metals & Mining,Metals & Mining,0.2992,,,
TN_MET_AZE,2026-06-08,0.3007,4.0,Medium,Azerbaijan,Metals & Mining,Metals & Mining,0.3122,,,
TN_MET_BOS,2026-06-08,0.3007,4.0,Medium,Bosnia and Herzegovina,Metals & Mining,Metals & Mining,0.3113,,,
TN_MET_BRU,2026-06-08,0.3007,4.0,Medium,Brunei Darussalam,Metals & Mining,Metals & Mining,0.2672,,,
TN_MET_CAM,2026-06-08,0.3007,4.0,Medium,Cambodia,Metals & Mining,Metals & Mining,0.3313,,,
TN_MET_CHR,2026-06-08,0.3007,4.0,Medium,Christmas Island,Metals & Mining,Metals & Mining,0.3157,,,
TN_MET_CRO,2026-06-08,0.3007,4.0,Medium,Croatia,Metals & Mining,Metals & Mining,0.2522,,,
TN_MET_DEM,2026-06-08,0.3007,4.0,Medium,Democratic People's Republic of Korea,Metals & Mining,Metals & Mining,0.3157,,,
TN_MET_EST,2026-06-08,0.3007,4.0,Medium,Estonia,Metals & Mining,Metals & Mining,0.227,,,
TN_MET_FIJ,2026-06-08,0.3007,4.0,Medium,Fiji,Metals & Mining,Metals & Mining,0.306,,,
TN_MET_FRE,2026-06-08,0.3007,4.0,Medium,French Polynesia,Metals & Mining,Metals & Mining,0.3157,,,
TN_MET_GIB,2026-06-08,0.3007,4.0,Medium,Gibraltar,Metals & Mining,Metals & Mining,0.3157,,,
TN_MET_GUA,2026-06-08,0.3007,4.0,Medium,Guam,Metals & Mining,Metals & Mining,0.3157,,,
TN_MET_GUE,2026-06-08,0.3007,4.0,Medium,Guernsey,Metals & Mining,Metals & Mining,0.3157,,,
TN_MET_HOL,2026-06-08,0.3007,4.0,Medium,Holy See(Vatican City),Metals & Mining,Metals & Mining,0.3157,,,
TN_MET_HUN,2026-06-08,0.3007,4.0,Medium,Hungary,Metals & Mining,Metals & Mining,0.2525,,,
TN_MET_ICE,2026-06-08,0.3007,4.0,Medium,Iceland,Metals & Mining,Metals & Mining,0.1697,,,
TN_MET_IRA,2026-06-08,0.3007,4.0,Medium,Iraq,Metals & Mining,Metals & Mining,0.359,,,
TN_MET_KIR,2026-06-08,0.3007,4.0,Medium,Kiribati,Metals & Mining,Metals & Mining,0.3157,,,
TN_MET_KYR,2026-06-08,0.3007,4.0,Medium,Kyrgyzstan,Metals & Mining,Metals & Mining,0.3157,,,
TN_MET_LIE,2026-06-08,0.3007,4.0,Medium,Liechtenstein,Metals & Mining,Metals & Mining,0.3157,,,
TN_MET_MAC,2026-06-08,0.3007,4.0,Medium,Macao,Metals & Mining,Metals & Mining,0.3157,,,
TN_MET_MAR,2026-06-08,0.3007,4.0,Medium,Marshall Islands,Metals & Mining,Metals & Mining,0.3157,,,
TN_MET_MON,2026-06-08,0.3007,4.0,Medium,Monaco,Metals & Mining,Metals & Mining,0.3157,,,
TN_MET_NAU,2026-06-08,0.3007,4.0,Medium,Nauru,Metals & Mining,Metals & Mining,0.3157,,,
TN_MET_NET,2026-06-08,0.3007,4.0,Medium,Netherlands Antilles,Metals & Mining,Metals & Mining,0.3157,,,
TN_MET_SAM,2026-06-08,0.3007,4.0,Medium,Samoa,Metals & Mining,Metals & Mining,0.2932,,,
TN_MET_SAN,2026-06-08,0.3007,4.0,Medium,San Marino,Metals & Mining,Metals & Mining,0.3157,,,
TN_MET_SER,2026-06-08,0.3007,4.0,Medium,Serbia and Montenegro,Metals & Mining,Metals & Mining,0.3157,,,
TN_MET_SOL,2026-06-08,0.3007,4.0,Medium,Solomon Islands,Metals & Mining,Metals & Mining,0.3295,,,
TN_MET_STA,2026-06-08,0.3007,4.0,Medium,State of Palestine,Metals & Mining,Metals & Mining,0.3157,,,
TN_MET_SYR,2026-06-08,0.3007,4.0,Medium,Syrian Arab Republic,Metals & Mining,Metals & Mining,0.3157,,,
TN_MET_TAJ,2026-06-08,0.3007,4.0,Medium,Tajikistan,Metals & Mining,Metals & Mining,0.316,,,
TN_MET_TIM,2026-06-08,0.3007,4.0,Medium,Timor-Leste,Metals & Mining,Metals & Mining,0.3242,,,
TN_MET_TOK,2026-06-08,0.3007,4.0,Medium,Tokelau,Metals & Mining,Metals & Mining,0.3157,,,
TN_MET_TON,2026-06-08,0.3007,4.0,Medium,Tonga,Metals & Mining,Metals & Mining,0.3157,,,
TN_MET_TÜR,2026-06-08,0.3007,4.0,Medium,Türkiye,Metals & Mining,Metals & Mining,0.3157,,,
TN_MET_UZB,2026-06-08,0.3007,4.0,Medium,Uzbekistan,Metals & Mining,Metals & Mining,0.2975,,,
TN_OTH_CHI,2026-06-08,0.3007,4.0,Medium,China,Other,Other,0.3533,,,
TN_OTH_SWI,2026-06-08,0.3007,4.0,Medium,Switzerland,Other,Other,0.1972,,,
TN_OTH_UNI,2026-06-08,0.3007,4.0,Medium,United Kingdom of Great Britain and Northern Ireland,Other,Other,0.3304,,,
TN_OTH_SAU,2026-06-08,0.3007,4.0,Medium,Saudi Arabia,Other,Other,0.3107,,,
TN_OTH_HON,2026-06-08,0.3007,4.0,Medium,Hong Kong,Other,Other,0.297,,,
TN_OTH_BEL,2026-06-08,0.3007,4.0,Medium,Belarus,Other,Other,0.3183,,,
TN_OTH_IND,2026-06-08,0.3007,4.0,Medium,Indonesia,Other,Other,0.3103,,,
TN_OTH_GER,2026-06-08,0.3007,4.0,Medium,Germany,Other,Other,0.2076,,,
TN_OTH_MYA,2026-06-08,0.3007,4.0,Medium,Myanmar,Other,Other,0.3962,,,
TN_OTH_RUS,2026-06-08,0.3007,4.0,Medium,Russian Federation,Other,Other,0.3307,,,
TN_OTH_MAL,2026-06-08,0.3007,4.0,Medium,Maldives,Other,Other,0.3007,,,
TN_OTH_SIN,2026-06-08,0.3007,4.0,Medium,Singapore,Other,Other,0.209,,,
TN_OTH_FRA,2026-06-08,0.3007,4.0,Medium,France,Other,Other,0.2172,,,
TN_OTH_REP,2026-06-08,0.3007,4.0,Medium,Republic of Korea,Other,Other,0.3301,,,
TN_OTH_AUS,2026-06-08,0.3007,4.0,Medium,Austria,Other,Other,0.2046,,,
TN_OTH_JAP,2026-06-08,0.3007,4.0,Medium,Japan,Other,Other,0.2209,,,
TN_OTH_BAN,2026-06-08,0.3007,4.0,Medium,Bangladesh,Other,Other,0.3575,,,
TN_OTH_THA,2026-06-08,0.3007,4.0,Medium,Thailand,Other,Other,0.3144,,,
TN_OTH_ITA,2026-06-08,0.3007,4.0,Medium,Italy,Other,Other,0.2507,,,
TN_OTH_ISR,2026-06-08,0.3007,4.0,Medium,Israel,Other,Other,0.2544,,,
TN_OTH_OMA,2026-06-08,0.3007,4.0,Medium,Oman,Other,Other,0.2659,,,
TN_OTH_VIE,2026-06-08,0.3007,4.0,Medium,Viet Nam,Other,Other,0.3294,,,
TN_OTH_KIN,2026-06-08,0.3007,4.0,Medium,Kingdom of the Netherlands,Other,Other,0.3292,,,
TN_OTH_UKR,2026-06-08,0.3007,4.0,Medium,Ukraine,Other,Other,0.3837,,,
TN_OTH_JOR,2026-06-08,0.3007,4.0,Medium,Jordan,Other,Other,0.3331,,,
TN_OTH_SRI,2026-06-08,0.3007,4.0,Medium,Sri Lanka,Other,Other,0.3696,,,
TN_OTH_SPA,2026-06-08,0.3007,4.0,Medium,Spain,Other,Other,0.2526,,,
TN_OTH_TUR,2026-06-08,0.3007,4.0,Medium,Turkey,Other,Other,0.3468,,,
TN_OTH_KUW,2026-06-08,0.3007,4.0,Medium,Kuwait,Other,Other,0.2718,,,
TN_OTH_PAK,2026-06-08,0.3007,4.0,Medium,Pakistan,Other,Other,0.3685,,,
TN_OTH_TAI,2026-06-08,0.3007,4.0,Medium,"Taiwan, Province of China",Other,Other,0.329,,,
TN_OTH_AFG,2026-06-08,0.3007,4.0,Medium,Afghanistan,Other,Other,0.4102,,,
TN_OTH_SWE,2026-06-08,0.3007,4.0,Medium,Sweden,Other,Other,0.1952,,,
TN_OTH_ISL,2026-06-08,0.3007,4.0,Medium,Islamic Republic of Iran,Other,Other,0.3289,,,
TN_OTH_NOR,2026-06-08,0.3007,4.0,Medium,North Macedonia,Other,Other,0.3287,,,
TN_OTH_FIN,2026-06-08,0.3007,4.0,Medium,Finland,Other,Other,0.1836,,,
TN_OTH_IRE,2026-06-08,0.3007,4.0,Medium,Ireland,Other,Other,0.1924,,,
TN_OTH_NEP,2026-06-08,0.3007,4.0,Medium,Nepal,Other,Other,0.3441,,,
TN_OTH_NEW,2026-06-08,0.3007,4.0,Medium,New Caledonia,Other,Other,0.3287,,,
TN_OTH_QAT,2026-06-08,0.3007,4.0,Medium,Qatar,Other,Other,0.2448,,,
TN_OTH_PHI,2026-06-08,0.3007,4.0,Medium,Philippines,Other,Other,0.338,,,
TN_OTH_POL,2026-06-08,0.3007,4.0,Medium,Poland,Other,Other,0.2566,,,
TN_OTH_BAH,2026-06-08,0.3007,4.0,Medium,Bahrain,Other,Other,0.3063,,,
TN_OTH_DEN,2026-06-08,0.3007,4.0,Medium,Denmark,Other,Other,0.1883,,,
TN_OTH_LIT,2026-06-08,0.3007,4.0,Medium,Lithuania,Other,Other,0.242,,,
TN_OTH_BHU,2026-06-08,0.3007,4.0,Medium,Bhutan,Other,Other,0.3095,,,
TN_OTH_BUL,2026-06-08,0.3007,4.0,Medium,Bulgaria,Other,Other,0.273,,,
TN_OTH_CYP,2026-06-08,0.3007,4.0,Medium,Cyprus,Other,Other,0.286,,,
TN_OTH_CZE,2026-06-08,0.3007,4.0,Medium,Czechia,Other,Other,0.3287,,,
TN_OTH_EST,2026-06-08,0.3007,4.0,Medium,Estonia,Other,Other,0.24,,,
TN_OTH_GEO,2026-06-08,0.3007,4.0,Medium,Georgia,Other,Other,0.3232,,,
TN_OTH_GRE,2026-06-08,0.3007,4.0,Medium,Greece,Other,Other,0.2812,,,
TN_OTH_HUN,2026-06-08,0.3007,4.0,Medium,Hungary,Other,Other,0.2655,,,
TN_OTH_IRA,2026-06-08,0.3007,4.0,Medium,Iraq,Other,Other,0.372,,,
TN_OTH_KAZ,2026-06-08,0.3007,4.0,Medium,Kazakhstan,Other,Other,0.295,,,
TN_OTH_LAO,2026-06-08,0.3007,4.0,Medium,Lao People's Democratic Republic,Other,Other,0.3287,,,
TN_OTH_LAT,2026-06-08,0.3007,4.0,Medium,Latvia,Other,Other,0.2517,,,
TN_OTH_PAP,2026-06-08,0.3007,4.0,Medium,Papua New Guinea,Other,Other,0.3387,,,
TN_OTH_POR,2026-06-08,0.3007,4.0,Medium,Portugal,Other,Other,0.2077,,,
TN_OTH_ROM,2026-06-08,0.3007,4.0,Medium,Romania,Other,Other,0.276,,,
TN_OTH_SLO,2026-06-08,0.3007,4.0,Medium,Slovakia,Other,Other,0.3287,,,
TN_OTH_UZB,2026-06-08,0.3007,4.0,Medium,Uzbekistan,Other,Other,0.3105,,,
TN_OTH_ALB,2026-06-08,0.3007,4.0,Medium,Albania,Other,Other,0.2854,,,
TN_OTH_AME,2026-06-08,0.3007,4.0,Medium,American Samoa,Other,Other,0.3287,,,
TN_OTH_AND,2026-06-08,0.3007,4.0,Medium,Andorra,Other,Other,0.3287,,,
TN_OTH_ARM,2026-06-08,0.3007,4.0,Medium,Armenia,Other,Other,0.3122,,,
TN_OTH_AZE,2026-06-08,0.3007,4.0,Medium,Azerbaijan,Other,Other,0.3252,,,
TN_OTH_BOS,2026-06-08,0.3007,4.0,Medium,Bosnia and Herzegovina,Other,Other,0.3242,,,
TN_OTH_BRU,2026-06-08,0.3007,4.0,Medium,Brunei Darussalam,Other,Other,0.2802,,,
TN_OTH_CAM,2026-06-08,0.3007,4.0,Medium,Cambodia,Other,Other,0.3442,,,
