node_id,snapshot_date,disruption_prob,severity_pred,risk_tier,country,sector,commodity,static_risk_score,lat,lon,insight_text
TN_CHE_LIE,2026-06-08,0.3007,4.0,Medium,Liechtenstein,Chemicals,Chemicals,0.3354,,,
TN_CHE_LUX,2026-06-08,0.3007,4.0,Medium,Luxembourg,Chemicals,Chemicals,0.1989,,,
TN_CHE_MAC,2026-06-08,0.3007,4.0,Medium,Macao,Chemicals,Chemicals,0.3354,,,
TN_CHE_MAR,2026-06-08,0.3007,4.0,Medium,Marshall Islands,Chemicals,Chemicals,0.3354,,,
TN_CHE_MON,2026-06-08,0.3007,4.0,Medium,Monaco,Chemicals,Chemicals,0.3354,,,
TN_CHE_NET,2026-06-08,0.3007,4.0,Medium,Netherlands Antilles,Chemicals,Chemicals,0.3354,,,
TN_CHE_NEW,2026-06-08,0.3007,4.0,Medium,New Caledonia,Chemicals,Chemicals,0.3354,,,
TN_CHE_PAL,2026-06-08,0.3007,4.0,Medium,Palau,Chemicals,Chemicals,0.3354,,,
TN_CHE_PAP,2026-06-08,0.3007,4.0,Medium,Papua New Guinea,Chemicals,Chemicals,0.3454,,,
TN_CHE_SAM,2026-06-08,0.3007,4.0,Medium,Samoa,Chemicals,Chemicals,0.3129,,,
TN_CHE_SAN,2026-06-08,0.3007,4.0,Medium,San Marino,Chemicals,Chemicals,0.3354,,,
TN_CHE_SER,2026-06-08,0.3007,4.0,Medium,Serbia,Chemicals,Chemicals,0.3199,,,
TN_CHE_SOL,2026-06-08,0.3007,4.0,Medium,Solomon Islands,Chemicals,Chemicals,0.3491,,,
TN_CHE_STA,2026-06-08,0.3007,4.0,Medium,State of Palestine,Chemicals,Chemicals,0.3354,,,
TN_CHE_SYR,2026-06-08,0.3007,4.0,Medium,Syrian Arab Republic,Chemicals,Chemicals,0.3354,,,
TN_CHE_TAJ,2026-06-08,0.3007,4.0,Medium,Tajikistan,Chemicals,Chemicals,0.3356,,,
TN_CHE_TOK,2026-06-08,0.3007,4.0,Medium,Tokelau,Chemicals,Chemicals,0.3354,,,
TN_CHE_TUV,2026-06-08,0.3007,4.0,Medium,Tuvalu,Chemicals,Chemicals,0.3354,,,
TN_CHE_TÜR,2026-06-08,0.3007,4.0,Medium,Türkiye,Chemicals,Chemicals,0.3354,,,
TN_CHE_UZB,2026-06-08,0.3007,4.0,Medium,Uzbekistan,Chemicals,Chemicals,0.3172,,,
TN_CHE_WAL,2026-06-08,0.3007,4.0,Medium,Wallis and Futuna,Chemicals,Chemicals,0.3354,,,
TN_CHE_YEM,2026-06-08,0.3007,4.0,Medium,Yemen,Chemicals,Chemicals,0.4224,,,
TN_ELE_CHI,2026-06-08,0.3007,4.0,Medium,China,Electronics,Electronics,0.5265,,,
TN_ELE_HON,2026-06-08,0.3007,4.0,Medium,Hong Kong,Electronics,Electronics,0.3499,,,
TN_ELE_REP,2026-06-08,0.3007,4.0,Medium,Republic of Korea,Electronics,Electronics,0.3819,,,
TN_ELE_SIN,2026-06-08,0.3007,4.0,Medium,Singapore,Electronics,Electronics,0.2599,,,
TN_ELE_VIE,2026-06-08,0.3007,4.0,Medium,Viet Nam,Electronics,Electronics,0.3814,,,
TN_ELE_MAL,2026-06-08,0.3007,4.0,Medium,Maldives,Electronics,Electronics,0.3502,,,
TN_ELE_TAI,2026-06-08,0.3007,4.0,Medium,"Taiwan, Province of China",Electronics,Electronics,0.3804,,,
TN_ELE_GER,2026-06-08,0.3007,4.0,Medium,Germany,Electronics,Electronics,0.2562,,,
TN_ELE_IRE,2026-06-08,0.3007,4.0,Medium,Ireland,Electronics,Electronics,0.2433,,,
TN_ELE_JAP,2026-06-08,0.3007,4.0,Medium,Japan,Electronics,Electronics,0.2708,,,
TN_ELE_THA,2026-06-08,0.3007,4.0,Medium,Thailand,Electronics,Electronics,0.364,,,
TN_ELE_FRA,2026-06-08,0.3007,4.0,Medium,France,Electronics,Electronics,0.2655,,,
TN_ELE_IND,2026-06-08,0.3007,4.0,Medium,Indonesia,Electronics,Electronics,0.3575,,,
TN_ELE_UNI,2026-06-08,0.3007,4.0,Medium,United Kingdom of Great Britain and Northern Ireland,Electronics,Electronics,0.3787,,,
TN_ELE_ISR,2026-06-08,0.3007,4.0,Medium,Israel,Electronics,Electronics,0.3036,,,
TN_ELE_FIN,2026-06-08,0.3007,4.0,Medium,Finland,Electronics,Electronics,0.2333,,,
TN_ELE_ITA,2026-06-08,0.3007,4.0,Medium,Italy,Electronics,Electronics,0.2997,,,
TN_ELE_KIN,2026-06-08,0.3007,4.0,Medium,Kingdom of the Netherlands,Electronics,Electronics,0.3785,,,
TN_ELE_PHI,2026-06-08,0.3007,4.0,Medium,Philippines,Electronics,Electronics,0.3876,,,
TN_ELE_SWE,2026-06-08,0.3007,4.0,Medium,Sweden,Electronics,Electronics,0.2446,,,
TN_ELE_BEL,2026-06-08,0.3007,4.0,Medium,Belarus,Electronics,Electronics,0.3677,,,
TN_ELE_SWI,2026-06-08,0.3007,4.0,Medium,Switzerland,Electronics,Electronics,0.2376,,,
TN_ELE_AUS,2026-06-08,0.3007,4.0,Medium,Austria,Electronics,Electronics,0.254,,,
TN_ELE_POL,2026-06-08,0.3007,4.0,Medium,Poland,Electronics,Electronics,0.306,,,
TN_ELE_SPA,2026-06-08,0.3007,4.0,Medium,Spain,Electronics,Electronics,0.3018,,,
TN_ELE_CZE,2026-06-08,0.3007,4.0,Medium,Czechia,Electronics,Electronics,0.3782,,,
TN_ELE_CAM,2026-06-08,0.3007,4.0,Medium,Cambodia,Electronics,Electronics,0.3937,,,
TN_ELE_DEN,2026-06-08,0.3007,4.0,Medium,Denmark,Electronics,Electronics,0.2377,,,
TN_ELE_HUN,2026-06-08,0.3007,4.0,Medium,Hungary,Electronics,Electronics,0.315,,,
TN_ELE_IRA,2026-06-08,0.3007,4.0,Medium,Iraq,Electronics,Electronics,0.4215,,,
TN_ELE_ROM,2026-06-08,0.3007,4.0,Medium,Romania,Electronics,Electronics,0.3255,,,
TN_ELE_RUS,2026-06-08,0.3007,4.0,Medium,Russian Federation,Electronics,Electronics,0.3782,,,
TN_ELE_SAU,2026-06-08,0.3007,4.0,Medium,Saudi Arabia,Electronics,Electronics,0.3562,,,
TN_ELE_SRI,2026-06-08,0.3007,4.0,Medium,Sri Lanka,Electronics,Electronics,0.4187,,,
TN_ELE_TUR,2026-06-08,0.3007,4.0,Medium,Turkey,Electronics,Electronics,0.396,,,
TN_ELE_UKR,2026-06-08,0.3007,4.0,Medium,Ukraine,Electronics,Electronics,0.4327,,,
TN_ELE_YEM,2026-06-08,0.3007,4.0,Medium,Yemen,Electronics,Electronics,0.4652,,,
TN_ELE_AFG,2026-06-08,0.3007,4.0,Medium,Afghanistan,Electronics,Electronics,0.4594,,,
TN_ELE_ALB,2026-06-08,0.3007,4.0,Medium,Albania,Electronics,Electronics,0.3349,,,
TN_ELE_AME,2026-06-08,0.3007,4.0,Medium,American Samoa,Electronics,Electronics,0.3782,,,
TN_ELE_AND,2026-06-08,0.3007,4.0,Medium,Andorra,Electronics,Electronics,0.3782,,,
TN_ELE_ARM,2026-06-08,0.3007,4.0,Medium,Armenia,Electronics,Electronics,0.3617,,,
TN_ELE_AZE,2026-06-08,0.3007,4.0,Medium,Azerbaijan,Electronics,Electronics,0.3747,,,
TN_ELE_BAH,2026-06-08,0.3007,4.0,Medium,Bahrain,Electronics,Electronics,0.3557,,,
TN_ELE_BAN,2026-06-08,0.3007,4.0,Medium,Bangladesh,Electronics,Electronics,0.4059,,,
TN_ELE_BHU,2026-06-08,0.3007,4.0,Medium,Bhutan,Electronics,Electronics,0.3589,,,
TN_ELE_BOS,2026-06-08,0.3007,4.0,Medium,Bosnia and Herzegovina,Electronics,Electronics,0.3737,,,
TN_ELE_BRU,2026-06-08,0.3007,4.0,Medium,Brunei Darussalam,Electronics,Electronics,0.3297,,,
TN_ELE_BUL,2026-06-08,0.3007,4.0,Medium,Bulgaria,Electronics,Electronics,0.3224,,,
TN_ELE_CHR,2026-06-08,0.3007,4.0,Medium,Christmas Island,Electronics,Electronics,0.3782,,,
TN_ELE_COC,2026-06-08,0.3007,4.0,Medium,Cocos (Keeling) Islands,Electronics,Electronics,0.3782,,,
TN_ELE_CRO,2026-06-08,0.3007,4.0,Medium,Croatia,Electronics,Electronics,0.3147,,,
TN_ELE_CYP,2026-06-08,0.3007,4.0,Medium,Cyprus,Electronics,Electronics,0.3354,,,
TN_ELE_DEM,2026-06-08,0.3007,4.0,Medium,Democratic People's Republic of Korea,Electronics,Electronics,0.3782,,,
TN_ELE_EST,2026-06-08,0.3007,4.0,Medium,Estonia,Electronics,Electronics,0.2894,,,
TN_ELE_FAR,2026-06-08,0.3007,4.0,Medium,Faroe Islands,Electronics,Electronics,0.3782,,,
TN_ELE_FIJ,2026-06-08,0.3007,4.0,Medium,Fiji,Electronics,Electronics,0.3684,,,
TN_ELE_FRE,2026-06-08,0.3007,4.0,Medium,French Polynesia,Electronics,Electronics,0.3782,,,
TN_ELE_GEO,2026-06-08,0.3007,4.0,Medium,Georgia,Electronics,Electronics,0.3727,,,
TN_ELE_GRE,2026-06-08,0.3007,4.0,Medium,Greece,Electronics,Electronics,0.3307,,,
TN_ELE_GUA,2026-06-08,0.3007,4.0,Medium,Guam,Electronics,Electronics,0.3782,,,
TN_ELE_GUE,2026-06-08,0.3007,4.0,Medium,Guernsey,Electronics,Electronics,0.3782,,,
TN_ELE_HOL,2026-06-08,0.3007,4.0,Medium,Holy See(Vatican City),Electronics,Electronics,0.3782,,,
TN_ELE_ICE,2026-06-08,0.3007,4.0,Medium,Iceland,Electronics,Electronics,0.2322,,,
TN_ELE_ISL,2026-06-08,0.3007,4.0,Medium,Islamic Republic of Iran,Electronics,Electronics,0.3782,,,
TN_ELE_JOR,2026-06-08,0.3007,4.0,Medium,Jordan,Electronics,Electronics,0.3822,,,
TN_ELE_KAZ,2026-06-08,0.3007,4.0,Medium,Kazakhstan,Electronics,Electronics,0.3444,,,
TN_ELE_KUW,2026-06-08,0.3007,4.0,Medium,Kuwait,Electronics,Electronics,0.3209,,,
TN_ELE_KYR,2026-06-08,0.3007,4.0,Medium,Kyrgyzstan,Electronics,Electronics,0.3782,,,
TN_ELE_LAO,2026-06-08,0.3007,4.0,Medium,Lao People's Democratic Republic,Electronics,Electronics,0.3782,,,
TN_ELE_LAT,2026-06-08,0.3007,4.0,Medium,Latvia,Electronics,Electronics,0.3012,,,
TN_ELE_LEB,2026-06-08,0.3007,4.0,Medium,Lebanon,Electronics,Electronics,0.4224,,,
TN_ELE_LIE,2026-06-08,0.3007,4.0,Medium,Liechtenstein,Electronics,Electronics,0.3782,,,
TN_ELE_LIT,2026-06-08,0.3007,4.0,Medium,Lithuania,Electronics,Electronics,0.2914,,,
TN_ELE_LUX,2026-06-08,0.3007,4.0,Medium,Luxembourg,Electronics,Electronics,0.2417,,,
TN_ELE_MAC,2026-06-08,0.3007,4.0,Medium,Macao,Electronics,Electronics,0.3782,,,
TN_ELE_MAR,2026-06-08,0.3007,4.0,Medium,Marshall Islands,Electronics,Electronics,0.3782,,,
TN_ELE_MON,2026-06-08,0.3007,4.0,Medium,Monaco,Electronics,Electronics,0.3782,,,
TN_ELE_MYA,2026-06-08,0.3007,4.0,Medium,Myanmar,Electronics,Electronics,0.4434,,,
TN_ELE_NAU,2026-06-08,0.3007,4.0,Medium,Nauru,Electronics,Electronics,0.3782,,,
TN_ELE_NEP,2026-06-08,0.3007,4.0,Medium,Nepal,Electronics,Electronics,0.3934,,,
TN_ELE_NET,2026-06-08,0.3007,4.0,Medium,Netherlands Antilles,Electronics,Electronics,0.3782,,,
TN_ELE_NEW,2026-06-08,0.3007,4.0,Medium,New Caledonia,Electronics,Electronics,0.3782,,,
TN_ELE_NIU,2026-06-08,0.3007,4.0,Medium,Niue,Electronics,Electronics,0.3782,,,
TN_ELE_NOR,2026-06-08,0.3007,4.0,Medium,Norfolk Island,Electronics,Electronics,0.3782,,,
TN_ELE_OMA,2026-06-08,0.3007,4.0,Medium,Oman,Electronics,Electronics,0.3147,,,
TN_ELE_PAK,2026-06-08,0.3007,4.0,Medium,Pakistan,Electronics,Electronics,0.4177,,,
TN_ELE_PAL,2026-06-08,0.3007,4.0,Medium,Palau,Electronics,Electronics,0.3782,,,
TN_ELE_PAP,2026-06-08,0.3007,4.0,Medium,Papua New Guinea,Electronics,Electronics,0.3882,,,
TN_ELE_PIT,2026-06-08,0.3007,4.0,Medium,Pitcairn,Electronics,Electronics,0.3782,,,
TN_ELE_POR,2026-06-08,0.3007,4.0,Medium,Portugal,Electronics,Electronics,0.2572,,,
TN_ELE_QAT,2026-06-08,0.3007,4.0,Medium,Qatar,Electronics,Electronics,0.2942,,,
TN_ELE_SAM,2026-06-08,0.3007,4.0,Medium,Samoa,Electronics,Electronics,0.3557,,,
TN_ELE_SAN,2026-06-08,0.3007,4.0,Medium,San Marino,Electronics,Electronics,0.3782,,,
TN_ELE_SER,2026-06-08,0.3007,4.0,Medium,Serbia and Montenegro,Electronics,Electronics,0.3782,,,
TN_ELE_SLO,2026-06-08,0.3007,4.0,Medium,Slovakia,Electronics,Electronics,0.3782,,,
TN_ELE_SOL,2026-06-08,0.3007,4.0,Medium,Solomon Islands,Electronics,Electronics,0.3919,,,
TN_ELE_SYR,2026-06-08,0.3007,4.0,Medium,Syrian Arab Republic,Electronics,Electronics,0.3782,,,
TN_ELE_TAJ,2026-06-08,0.3007,4.0,Medium,Tajikistan,Electronics,Electronics,0.3784,,,
TN_ELE_TIM,2026-06-08,0.3007,4.0,Medium,Timor-Leste,Electronics,Electronics,0.3867,,,
TN_ELE_TOK,2026-06-08,0.3007,4.0,Medium,Tokelau,Electronics,Electronics,0.3782,,,
TN_ELE_TUV,2026-06-08,0.3007,4.0,Medium,Tuvalu,Electronics,Electronics,0.3782,,,
TN_ELE_TÜR,2026-06-08,0.3007,4.0,Medium,Türkiye,Electronics,Electronics,0.3782,,,
TN_ELE_UZB,2026-06-08,0.3007,4.0,Medium,Uzbekistan,Electronics,Electronics,0.3599,,,
TN_ELE_VAN,2026-06-08,0.3007,4.0,Medium,Vanuatu,Electronics,Electronics,0.3782,,,
TN_ENE_SAU,2026-06-08,0.3007,4.0,Medium,Saudi Arabia,Energy,Energy,0.3568,,,
TN_ENE_IRA,2026-06-08,0.3007,4.0,Medium,Iraq,Energy,Energy,0.395,,,
TN_ENE_IND,2026-06-08,0.3007,4.0,Medium,Indonesia,Energy,Energy,0.3283,,,
TN_ENE_RUS,2026-06-08,0.3007,4.0,Medium,Russian Federation,Energy,Energy,0.3495,,,
TN_ENE_UNI,2026-06-08,0.3007,4.0,Medium,United Kingdom of Great Britain and Northern Ireland,Energy,Energy,0.3413,,,
TN_ENE_QAT,2026-06-08,0.3007,4.0,Medium,Qatar,Energy,Energy,0.2617,,,
TN_ENE_AUS,2026-06-08,0.3007,4.0,Medium,Austria,Energy,Energy,0.2169,,,
TN_ENE_KUW,2026-06-08,0.3007,4.0,Medium,Kuwait,Energy,Energy,0.287,,,
TN_ENE_MAL,2026-06-08,0.3007,4.0,Medium,Maldives,Energy,Energy,0.3132,,,
TN_ENE_CHI,2026-06-08,0.3007,4.0,Medium,China,Energy,Energy,0.3206,,,
TN_ENE_ISL,2026-06-08,0.3007,4.0,Medium,Islamic Republic of Iran,Energy,Energy,0.3429,,,
TN_ENE_OMA,2026-06-08,0.3007,4.0,Medium,Oman,Energy,Energy,0.2788,,,
TN_ENE_SIN,2026-06-08,0.3007,4.0,Medium,Singapore,Energy,Energy,0.2206,,,
TN_ENE_REP,2026-06-08,0.3007,4.0,Medium,Republic of Korea,Energy,Energy,0.3419,,,
TN_ENE_TUR,2026-06-08,0.3007,4.0,Medium,Turkey,Energy,Energy,0.3593,,,
TN_ENE_KAZ,2026-06-08,0.3007,4.0,Medium,Kazakhstan,Energy,Energy,0.3077,,,
TN_ENE_BRU,2026-06-08,0.3007,4.0,Medium,Brunei Darussalam,Energy,Energy,0.2929,,,
TN_ENE_NOR,2026-06-08,0.3007,4.0,Medium,Norfolk Island,Energy,Energy,0.3412,,,
TN_ENE_AZE,2026-06-08,0.3007,4.0,Medium,Azerbaijan,Energy,Energy,0.3378,,,
TN_ENE_JAP,2026-06-08,0.3007,4.0,Medium,Japan,Energy,Energy,0.2323,,,
TN_ENE_POL,2026-06-08,0.3007,4.0,Medium,Poland,Energy,Energy,0.2691,,,
TN_ENE_SWI,2026-06-08,0.3007,4.0,Medium,Switzerland,Energy,Energy,0.2006,,,
TN_ENE_BHU,2026-06-08,0.3007,4.0,Medium,Bhutan,Energy,Energy,0.322,,,
TN_ENE_FRA,2026-06-08,0.3007,4.0,Medium,France,Energy,Energy,0.228,,,
TN_ENE_GRE,2026-06-08,0.3007,4.0,Medium,Greece,Energy,Energy,0.2938,,,
TN_ENE_KIN,2026-06-08,0.3007,4.0,Medium,Kingdom of the Netherlands,Energy,Energy,0.3413,,,
TN_ENE_PAK,2026-06-08,0.3007,4.0,Medium,Pakistan,Energy,Energy,0.3808,,,
TN_ENE_SPA,2026-06-08,0.3007,4.0,Medium,Spain,Energy,Energy,0.2648,,,
TN_ENE_BAH,2026-06-08,0.3007,4.0,Medium,Bahrain,Energy,Energy,0.3187,,,
TN_ENE_BEL,2026-06-08,0.3007,4.0,Medium,Belarus,Energy,Energy,0.3307,,,
TN_ENE_GER,2026-06-08,0.3007,4.0,Medium,Germany,Energy,Energy,0.2175,,,
TN_ENE_HON,2026-06-08,0.3007,4.0,Medium,Hong Kong,Energy,Energy,0.306,,,
TN_ENE_NEW,2026-06-08,0.3007,4.0,Medium,New Zealand,Energy,Energy,0.1977,,,
TN_ENE_TAI,2026-06-08,0.3007,4.0,Medium,"Taiwan, Province of China",Energy,Energy,0.3412,,,
TN_ENE_THA,2026-06-08,0.3007,4.0,Medium,Thailand,Energy,Energy,0.326,,,
TN_ENE_AFG,2026-06-08,0.3007,4.0,Medium,Afghanistan,Energy,Energy,0.4224,,,
TN_ENE_AND,2026-06-08,0.3007,4.0,Medium,Andorra,Energy,Energy,0.3412,,,
TN_ENE_BAN,2026-06-08,0.3007,4.0,Medium,Bangladesh,Energy,Energy,0.3689,,,
TN_ENE_BUL,2026-06-08,0.3007,4.0,Medium,Bulgaria,Energy,Energy,0.2854,,,
TN_ENE_CRO,2026-06-08,0.3007,4.0,Medium,Croatia,Energy,Energy,0.2777,,,
TN_ENE_CYP,2026-06-08,0.3007,4.0,Medium,Cyprus,Energy,Energy,0.2984,,,
TN_ENE_CZE,2026-06-08,0.3007,4.0,Medium,Czechia,Energy,Energy,0.3412,,,
TN_ENE_DEM,2026-06-08,0.3007,4.0,Medium,Democratic People's Republic of Korea,Energy,Energy,0.3412,,,
TN_ENE_DEN,2026-06-08,0.3007,4.0,Medium,Denmark,Energy,Energy,0.2007,,,
TN_ENE_EST,2026-06-08,0.3007,4.0,Medium,Estonia,Energy,Energy,0.2524,,,
TN_ENE_FIN,2026-06-08,0.3007,4.0,Medium,Finland,Energy,Energy,0.1959,,,
TN_ENE_GEO,2026-06-08,0.3007,4.0,Medium,Georgia,Energy,Energy,0.3357,,,
TN_ENE_GIB,2026-06-08,0.3007,4.0,Medium,Gibraltar,Energy,Energy,0.3412,,,
TN_ENE_HUN,2026-06-08,0.3007,4.0,Medium,Hungary,Energy,Energy,0.2779,,,
TN_ENE_ICE,2026-06-08,0.3007,4.0,Medium,Iceland,Energy,Energy,0.1952,,,
TN_ENE_IRE,2026-06-08,0.3007,4.0,Medium,Ireland,Energy,Energy,0.2047,,,
TN_ENE_ISR,2026-06-08,0.3007,4.0,Medium,Israel,Energy,Energy,0.2662,,,
TN_ENE_ITA,2026-06-08,0.3007,4.0,Medium,Italy,Energy,Energy,0.2624,,,
TN_ENE_JOR,2026-06-08,0.3007,4.0,Medium,Jordan,Energy,Energy,0.3452,,,
TN_ENE_KYR,2026-06-08,0.3007,4.0,Medium,Kyrgyzstan,Energy,Energy,0.3412,,,
TN_ENE_LAO,2026-06-08,0.3007,4.0,Medium,Lao People's Democratic Republic,Energy,Energy,0.3412,,,
TN_ENE_LAT,2026-06-08,0.3007,4.0,Medium,Latvia,Energy,Energy,0.2642,,,
TN_ENE_LEB,2026-06-08,0.3007,4.0,Medium,Lebanon,Energy,Energy,0.3854,,,
TN_ENE_LIE,2026-06-08,0.3007,4.0,Medium,Liechtenstein,Energy,Energy,0.3412,,,
TN_ENE_LIT,2026-06-08,0.3007,4.0,Medium,Lithuania,Energy,Energy,0.2544,,,
TN_ENE_LUX,2026-06-08,0.3007,4.0,Medium,Luxembourg,Energy,Energy,0.2047,,,
TN_ENE_MAC,2026-06-08,0.3007,4.0,Medium,Macao,Energy,Energy,0.3412,,,
TN_ENE_MAR,2026-06-08,0.3007,4.0,Medium,Marshall Islands,Energy,Energy,0.3412,,,
TN_ENE_MON,2026-06-08,0.3007,4.0,Medium,Monaco,Energy,Energy,0.3412,,,
TN_ENE_MYA,2026-06-08,0.3007,4.0,Medium,Myanmar,Energy,Energy,0.4064,,,
TN_ENE_NEP,2026-06-08,0.3007,4.0,Medium,Nepal,Energy,Energy,0.3564,,,
TN_ENE_NET,2026-06-08,0.3007,4.0,Medium,Netherlands Antilles,Energy,Energy,0.3412,,,
TN_ENE_PAL,2026-06-08,0.3007,4.0,Medium,Palau,Energy,Energy,0.3412,,,
TN_ENE_PAP,2026-06-08,0.3007,4.0,Medium,Papua New Guinea,Energy,Energy,0.3512,,,
TN_ENE_PHI,2026-06-08,0.3007,4.0,Medium,Philippines,Energy,Energy,0.3504,,,
TN_ENE_PIT,2026-06-08,0.3007,4.0,Medium,Pitcairn,Energy,Energy,0.3412,,,
TN_ENE_POR,2026-06-08,0.3007,4.0,Medium,Portugal,Energy,Energy,0.2202,,,
TN_ENE_ROM,2026-06-08,0.3007,4.0,Medium,Romania,Energy,Energy,0.2884,,,
TN_ENE_SER,2026-06-08,0.3007,4.0,Medium,Serbia,Energy,Energy,0.3257,,,
TN_ENE_SLO,2026-06-08,0.3007,4.0,Medium,Slovakia,Energy,Energy,0.3412,,,
TN_ENE_SOL,2026-06-08,0.3007,4.0,Medium,Solomon Islands,Energy,Energy,0.3549,,,
TN_ENE_SRI,2026-06-08,0.3007,4.0,Medium,Sri Lanka,Energy,Energy,0.3817,,,
TN_ENE_SWE,2026-06-08,0.3007,4.0,Medium,Sweden,Energy,Energy,0.2074,,,
TN_ENE_TAJ,2026-06-08,0.3007,4.0,Medium,Tajikistan,Energy,Energy,0.3414,,,
TN_ENE_TUV,2026-06-08,0.3007,4.0,Medium,Tuvalu,Energy,Energy,0.3412,,,
TN_ENE_TÜR,2026-06-08,0.3007,4.0,Medium,Türkiye,Energy,Energy,0.3412,,,
TN_ENE_UKR,2026-06-08,0.3007,4.0,Medium,Ukraine,Energy,Energy,0.3957,,,
TN_ENE_UZB,2026-06-08,0.3007,4.0,Medium,Uzbekistan,Energy,Energy,0.3229,,,
TN_ENE_VIE,2026-06-08,0.3007,4.0,Medium,Viet Nam,Energy,Energy,0.3412,,,
TN_ENE_YEM,2026-06-08,0.3007,4.0,Medium,Yemen,Energy,Energy,0.4282,,,
TN_MAN_CHI,2026-06-08,0.3007,4.0,Medium,China,Manufacturing,Manufacturing,0.4788,,,
TN_MAN_GER,2026-06-08,0.3007,4.0,Medium,Germany,Manufacturing,Manufacturing,0.2381,,,
TN_MAN_JAP,2026-06-08,0.3007,4.0,Medium,Japan,Manufacturing,Manufacturing,0.2511,,,
TN_MAN_SIN,2026-06-08,0.3007,4.0,Medium,Singapore,Manufacturing,Manufacturing,0.238,,,
TN_MAN_MAL,2026-06-08,0.3007,4.0,Medium,Maldives,Manufacturing,Manufacturing,0.3279,,,
TN_MAN_REP,2026-06-08,0.3007,4.0,Medium,Republic of Korea,Manufacturing,Manufacturing,0.3588,,,
TN_MAN_ITA,2026-06-08,0.3007,4.0,Medium,Italy,Manufacturing,Manufacturing,0.2798,,,
TN_MAN_THA,2026-06-08,0.3007,4.0,Medium,Thailand,Manufacturing,Manufacturing,0.3427,,,
TN_MAN_HON,2026-06-08,0.3007,4.0,Medium,Hong Kong,Manufacturing,Manufacturing,0.3224,,,
TN_MAN_UNI,2026-06-08,0.3007,4.0,Medium,United Kingdom of Great Britain and Northern Ireland,Manufacturing,Manufacturing,0.3574,,,
TN_MAN_TAI,2026-06-08,0.3007,4.0,Medium,"Taiwan, Province of China",Manufacturing,Manufacturing,0.3572,,,
TN_MAN_FRA,2026-06-08,0.3007,4.0,Medium,France,Manufacturing,Manufacturing,0.2439,,,
TN_MAN_BEL,2026-06-08,0.3007,4.0,Medium,Belarus,Manufacturing,Manufacturing,0.3454,,,
TN_MAN_KIN,2026-06-08,0.3007,4.0,Medium,Kingdom of the Netherlands,Manufacturing,Manufacturing,0.3568,,,
TN_MAN_VIE,2026-06-08,0.3007,4.0,Medium,Viet Nam,Manufacturing,Manufacturing,0.3567,,,
TN_MAN_IND,2026-06-08,0.3007,4.0,Medium,Indonesia,Manufacturing,Manufacturing,0.3354,,,
TN_MAN_SWI,2026-06-08,0.3007,4.0,Medium,Switzerland,Manufacturing,Manufacturing,0.2157,,,
TN_MAN_SWE,2026-06-08,0.3007,4.0,Medium,Sweden,Manufacturing,Manufacturing,0.2226,,,
TN_MAN_SPA,2026-06-08,0.3007,4.0,Medium,Spain,Manufacturing,Manufacturing,0.2798,,,
TN_MAN_TUR,2026-06-08,0.3007,4.0,Medium,Turkey,Manufacturing,Manufacturing,0.374,,,
TN_MAN_CZE,2026-06-08,0.3007,4.0,Medium,Czechia,Manufacturing,Manufacturing,0.3562,,,
TN_MAN_AUS,2026-06-08,0.3007,4.0,Medium,Austria,Manufacturing,Manufacturing,0.2319,,,
TN_MAN_IRE,2026-06-08,0.3007,4.0,Medium,Ireland,Manufacturing,Manufacturing,0.2196,,,
TN_MAN_DEN,2026-06-08,0.3007,4.0,Medium,Denmark,Manufacturing,Manufacturing,0.2156,,,
TN_MAN_FIN,2026-06-08,0.3007,4.0,Medium,Finland,Manufacturing,Manufacturing,0.2108,,,
TN_MAN_PHI,2026-06-08,0.3007,4.0,Medium,Philippines,Manufacturing,Manufacturing,0.3654,,,
TN_MAN_ISR,2026-06-08,0.3007,4.0,Medium,Israel,Manufacturing,Manufacturing,0.2811,,,
TN_MAN_ROM,2026-06-08,0.3007,4.0,Medium,Romania,Manufacturing,Manufacturing,0.3033,,,
TN_MAN_RUS,2026-06-08,0.3007,4.0,Medium,Russian Federation,Manufacturing,Manufacturing,0.3561,,,
TN_MAN_POL,2026-06-08,0.3007,4.0,Medium,Poland,Manufacturing,Manufacturing,0.2838,,,
TN_MAN_UKR,2026-06-08,0.3007,4.0,Medium,Ukraine,Manufacturing,Manufacturing,0.4105,,,
TN_MAN_BAN,2026-06-08,0.3007,4.0,Medium,Bangladesh,Manufacturing,Manufacturing,0.3837,,,
TN_MAN_HUN,2026-06-08,0.3007,4.0,Medium,Hungary,Manufacturing,Manufacturing,0.2928,,,
TN_MAN_LUX,2026-06-08,0.3007,4.0,Medium,Luxembourg,Manufacturing,Manufacturing,0.2195,,,
TN_MAN_SAU,2026-06-08,0.3007,4.0,Medium,Saudi Arabia,Manufacturing,Manufacturing,0.334,,,
TN_MAN_SLO,2026-06-08,0.3007,4.0,Medium,Slovakia,Manufacturing,Manufacturing,0.356,,,
TN_MAN_NEW,2026-06-08,0.3007,4.0,Medium,New Caledonia,Manufacturing,Manufacturing,0.3559,,,
TN_MAN_NOR,2026-06-08,0.3007,4.0,Medium,Norfolk Island,Manufacturing,Manufacturing,0.3559,,,
TN_MAN_OMA,2026-06-08,0.3007,4.0,Medium,Oman,Manufacturing,Manufacturing,0.2924,,,
